"To","From","Average","Sim.Threshold","1995","1996","1997","1998","1999"
"Sweden","Portugal",0.8,5.4,0,4,0,0,0
"Sweden","Russia",0,7.5,0,NA,0,NA,NA
"Sweden","Slovenia",1.4,5.6,7,0,0,0,0
"Sweden","Spain",0,5.41000000000001,0,0,0,0,0
"Sweden","Turkey",1.2,5.6,0,0,6,0,0
"Sweden","United Kingdom",6,5.4,5,6,12,7,0
"Turkey","Austria",2,5.75,4,4,0,NA,0
"Turkey","Belgium",0.25,6,0,0,NA,1,0
"Turkey","Bosnia & Herzegovina",6,5.75,3,6,8,NA,7
"Turkey","Croatia",5.4,5.4,7,8,0,4,8
"Turkey","Cyprus",0,5.4,0,0,0,0,0
"Turkey","Denmark",2,6,6,NA,0,NA,0
"Turkey","France",1.2,5.6,2,0,2,0,2
"Turkey","Germany",3,6,0,NA,0,0,12
"Turkey","Greece",0,6,0,0,0,0,NA
"Turkey","Hungary",1,6,0,NA,3,0,NA
"Turkey","Iceland",2.5,6,0,0,0,NA,10
"Turkey","Ireland",6.4,5.6,5,12,6,8,1
"Turkey","Israel",2.66666666666667,6.66666666666667,0,NA,NA,5,3
"Turkey","Malta",8.4,5.6,10,10,12,10,0
"Turkey","Norway",2.8,5.6,12,2,0,0,0
"Turkey","Poland",1.4,5.4,0,7,0,0,0
"Turkey","Portugal",2.2,5.4,0,5,0,6,0
"Turkey","Russia",0,7.02500000000003,0,NA,0,NA,NA
"Turkey","Slovenia",2.6,5.4,0,0,10,3,0
"Turkey","Spain",2.4,5.4,8,0,4,0,0
"Turkey","Sweden",1.8,5.4,1,0,0,2,6
"Turkey","United Kingdom",5.2,5.6,0,3,7,12,4
"United Kingdom","Austria",3,6,5,0,0,NA,7
"United Kingdom","Belgium",3,5.5,0,5,NA,7,0
"United Kingdom","Bosnia & Herzegovina",0,6.25,0,0,0,NA,0
"United Kingdom","Croatia",1.4,5.4,0,4,1,2,0
"United Kingdom","Cyprus",5,5.41000000000001,3,12,5,3,2
"United Kingdom","Denmark",2.33333333333333,6.66666666666667,0,NA,2,NA,5
"United Kingdom","France",0.4,5.6,1,1,0,0,0
"United Kingdom","Germany",1.75,6,0,NA,0,6,1
"United Kingdom","Greece",1.75,6,0,7,0,0,NA
"United Kingdom","Hungary",2.66666666666667,6.33333333333333,0,NA,8,0,NA
"United Kingdom","Iceland",4,5.51250000000002,0,0,6,NA,10
"United Kingdom","Ireland",4.8,5.6,0,0,12,8,4
"United Kingdom","Israel",5.66666666666667,6.66666666666667,12,NA,NA,5,0
"United Kingdom","Malta",5,5.4,7,0,0,12,6
"United Kingdom","Norway",3.2,5.6,4,8,0,4,0
"United Kingdom","Poland",0,5.4,0,0,0,0,0
"United Kingdom","Portugal",0.4,5.6,0,2,0,0,0
"United Kingdom","Russia",0,7,0,NA,0,NA,NA
"United Kingdom","Slovenia",2,5.4,10,0,0,0,0
"United Kingdom","Spain",1.6,5.4,8,0,0,0,0
"United Kingdom","Sweden",5.2,5.6,6,0,7,1,12
"United Kingdom","Turkey",2.4,5.6,2,6,4,0,0
"Austria","Estonia",4.66666666666667,6.66666666666667,NA,5,6,NA,3
"Austria","Finland",0,10,NA,0,NA,NA,NA
"Austria","Slovakia",0,12,NA,0,NA,NA,NA
"Austria","Switzerland",0,7,NA,0,0,NA,NA
"Austria","The Netherlands",5.33333333333333,6.33333333333333,NA,12,0,NA,4
"Belgium","Estonia",1.33333333333333,6.33333333333333,NA,0,NA,0,4
"Belgium","Finland",0,7.5,NA,0,NA,0,NA
"Belgium","Slovakia",0,7.5,NA,0,NA,0,NA
"Belgium","Switzerland",1,7,NA,2,NA,0,NA
"Belgium","The Netherlands",8.33333333333333,6.33333333333333,NA,1,NA,12,12
"Bosnia & Herzegovina","Estonia",1.33333333333333,6.66666666666667,NA,0,1,NA,3
"Bosnia & Herzegovina","Finland",0,10,NA,0,NA,NA,NA
"Bosnia & Herzegovina","Slovakia",0,10,NA,0,NA,NA,NA
"Bosnia & Herzegovina","Switzerland",0,7.5,NA,0,0,NA,NA
"Bosnia & Herzegovina","The Netherlands",2,6.33333333333333,NA,2,0,NA,4
"Croatia","Estonia",0,5.75,NA,0,0,0,0
"Croatia","Finland",0,7.5,NA,0,NA,0,NA
"Croatia","Slovakia",4,7,NA,0,NA,8,NA
"Croatia","Switzerland",0,6.33333333333333,NA,0,0,0,NA
"Croatia","The Netherlands",2.5,5.75,NA,0,0,10,0
"Cyprus","Estonia",2,5.75,NA,7,1,0,0
"Cyprus","Finland",0,7,NA,0,NA,0,NA
"Cyprus","Slovakia",0,7.5,NA,0,NA,0,NA
"Cyprus","Switzerland",0,6.33333333333333,NA,0,0,0,NA
"Cyprus","The Netherlands",1.25,6,NA,5,0,0,0
"Estonia","Austria",5,6.66666666666667,NA,7,0,NA,8
"Estonia","Belgium",4,6,NA,1,NA,6,5
"Estonia","Bosnia & Herzegovina",0,6.33333333333333,NA,0,0,NA,0
"Estonia","Croatia",3,5.75,NA,6,0,3,3
"Estonia","Cyprus",0.25,5.75,NA,0,1,0,0
"Estonia","Finland",5,7,NA,0,NA,10,NA
"Estonia","France",3.75,6,NA,3,12,0,0
"Estonia","Greece",0,6.33333333333333,NA,0,0,0,NA
"Estonia","Iceland",6.66666666666667,6.33333333333333,NA,8,2,NA,10
"Estonia","Ireland",5.5,5.75,NA,12,8,2,0
"Estonia","Malta",1.5,5.76250000000002,NA,0,0,5,1
"Estonia","Norway",2.25,5.76250000000002,NA,5,0,4,0
"Estonia","Poland",0.75,6,NA,0,3,0,0
"Estonia","Portugal",0,6,NA,0,0,0,0
"Estonia","Slovakia",0,7.5,NA,0,NA,0,NA
"Estonia","Slovenia",1,6,NA,0,4,0,0
"Estonia","Spain",0,5.75,NA,0,0,0,0
"Estonia","Sweden",8.5,6.25,NA,10,0,12,12
"Estonia","Switzerland",0,6.66666666666667,NA,0,0,0,NA
"Estonia","The Netherlands",1,6,NA,4,0,0,0
"Estonia","Turkey",1.5,5.75,NA,0,6,0,0
"Estonia","United Kingdom",5,6,NA,2,10,8,0
"Finland","Austria",0,10,NA,0,NA,NA,NA
"Finland","Belgium",0,7.5,NA,0,NA,0,NA
"Finland","Bosnia & Herzegovina",1,10,NA,1,NA,NA,NA
"Finland","Croatia",1.5,7,NA,0,NA,3,NA
"Finland","Cyprus",3,7,NA,6,NA,0,NA
"Finland","Estonia",12,7.5,NA,12,NA,12,NA
"Finland","France",1,7.5,NA,2,NA,0,NA
"Finland","Greece",0,6.5,NA,0,NA,0,NA
"Finland","Iceland",0,10.1000000000001,NA,0,NA,NA,NA
"Finland","Ireland",5,7.5,NA,10,NA,0,NA
"Finland","Malta",2.5,7,NA,0,NA,5,NA
"Finland","Norway",4.5,7,NA,7,NA,2,NA
"Finland","Poland",0,7.5,NA,0,NA,0,NA
"Finland","Portugal",1.5,7.5,NA,3,NA,0,NA
"Finland","Slovakia",0,7.5,NA,0,NA,0,NA
"Finland","Slovenia",2,7.5,NA,0,NA,4,NA
"Finland","Spain",0,7.5,NA,0,NA,0,NA
"Finland","Sweden",7,8,NA,8,NA,6,NA
"Finland","Switzerland",2,7.5,NA,4,NA,0,NA
"Finland","The Netherlands",3.5,7,NA,0,NA,7,NA
"Finland","Turkey",2.5,7.5,NA,5,NA,0,NA
"Finland","United Kingdom",4,7.5,NA,0,NA,8,NA
"France","Estonia",3.25,5.75,NA,1,8,0,4
"France","Finland",0,7.5,NA,0,NA,0,NA
"France","Slovakia",0,7,NA,0,NA,0,NA
"France","Switzerland",0,6.33333333333333,NA,0,0,0,NA
"France","The Netherlands",3.75,5.75,NA,10,0,5,0
"Greece","Estonia",0,6.33333333333333,NA,0,0,0,NA
"Greece","Finland",0,7,NA,0,NA,0,NA
"Greece","Slovakia",2,7.5,NA,4,NA,0,NA
"Greece","Switzerland",0,6.33333333333333,NA,0,0,0,NA
"Greece","The Netherlands",2.66666666666667,6,NA,0,0,8,NA
"Iceland","Estonia",5.33333333333333,6.33333333333333,NA,12,2,NA,2
"Iceland","Finland",7,10,NA,7,NA,NA,NA
"Iceland","Slovakia",0,10,NA,0,NA,NA,NA
"Iceland","Switzerland",1.5,7,NA,3,0,NA,NA
"Iceland","The Netherlands",2.66666666666667,6.33333333333333,NA,2,0,NA,6
"Ireland","Estonia",4.75,6,NA,2,8,1,8
"Ireland","Finland",0,7,NA,0,NA,0,NA
"Ireland","Slovakia",0,7.5,NA,0,NA,0,NA
"Ireland","Switzerland",1.33333333333333,6,NA,4,0,0,NA
"Ireland","The Netherlands",4,5.75,NA,5,0,10,1
"Malta","Estonia",1.75,5.75,NA,0,0,0,7
"Malta","Finland",0,7.5,NA,0,NA,0,NA
"Malta","Slovakia",4,7.5,NA,8,NA,0,NA
"Malta","Switzerland",0,6.33333333333333,NA,0,0,0,NA
"Malta","The Netherlands",3.25,5.75,NA,0,4,7,2
"Norway","Estonia",3.25,6,NA,8,0,0,5
"Norway","Finland",1.5,7.5,NA,2,NA,1,NA
"Norway","Slovakia",0,7,NA,0,NA,0,NA
"Norway","Switzerland",0,6.66666666666667,NA,0,0,0,NA
"Norway","The Netherlands",2,6,NA,0,0,8,0
"Poland","Estonia",6.25,5.75,NA,10,6,1,8
"Poland","Finland",0,6.52500000000003,NA,0,NA,0,NA
"Poland","Slovakia",2.5,7.5,NA,5,NA,0,NA
"Poland","Switzerland",0,6.33333333333333,NA,0,0,0,NA
"Poland","The Netherlands",3,5.75,NA,7,0,5,0
"Portugal","Estonia",2,6,NA,0,1,0,7
"Portugal","Finland",0,7.5,NA,0,NA,0,NA
"Portugal","Slovakia",0,7.5,NA,0,NA,0,NA
"Portugal","Switzerland",0,6.33333333333333,NA,0,0,0,NA
"Portugal","The Netherlands",4,5.75,NA,7,0,7,2
"Slovakia","Austria",3,10,NA,3,NA,NA,NA
"Slovakia","Belgium",3.5,7,NA,0,NA,7,NA
"Slovakia","Bosnia & Herzegovina",0,12,NA,0,NA,NA,NA
"Slovakia","Croatia",7.5,7.5,NA,5,NA,10,NA
"Slovakia","Cyprus",7.5,7,NA,10,NA,5,NA
"Slovakia","Estonia",4,7.5,NA,0,NA,8,NA
"Slovakia","Finland",0,7.5,NA,0,NA,0,NA
"Slovakia","France",0,7.02500000000003,NA,0,NA,0,NA
"Slovakia","Greece",4,7,NA,8,NA,0,NA
"Slovakia","Iceland",1,10,NA,1,NA,NA,NA
"Slovakia","Ireland",5.5,7,NA,7,NA,4,NA
"Slovakia","Malta",12,7,NA,12,NA,12,NA
"Slovakia","Norway",0,7.5,NA,0,NA,0,NA
"Slovakia","Poland",1,7.5,NA,2,NA,0,NA
"Slovakia","Portugal",1,7.5,NA,0,NA,2,NA
"Slovakia","Slovenia",0,7.5,NA,0,NA,0,NA
"Slovakia","Spain",0,7,NA,0,NA,0,NA
"Slovakia","Sweden",2,7,NA,4,NA,0,NA
"Slovakia","Switzerland",0,8,NA,0,NA,0,NA
"Slovakia","The Netherlands",3,6.52500000000003,NA,0,NA,6,NA
"Slovakia","Turkey",0,7,NA,0,NA,0,NA
"Slovakia","United Kingdom",3.5,8,NA,6,NA,1,NA
"Slovenia","Estonia",5.25,6,NA,8,3,2,8
"Slovenia","Finland",0,7.5,NA,0,NA,0,NA
"Slovenia","Slovakia",0,7,NA,0,NA,0,NA
"Slovenia","Switzerland",0.666666666666667,6.66666666666667,NA,2,0,0,NA
"Slovenia","The Netherlands",2,6,NA,5,0,0,3
"Spain","Estonia",2.75,5.75,NA,4,4,2,1
"Spain","Finland",0,7.5,NA,0,NA,0,NA
"Spain","Slovakia",1,7,NA,2,NA,0,NA
"Spain","Switzerland",1,6.33333333333333,NA,0,3,0,NA
"Spain","The Netherlands",3.25,5.75,NA,6,0,4,3
"Sweden","Estonia",6.75,6,NA,12,1,4,10
"Sweden","Finland",5,7.5,NA,0,NA,10,NA
"Sweden","Slovakia",0,6.5,NA,0,NA,0,NA
"Sweden","Switzerland",0,6.33333333333333,NA,0,0,0,NA
"Sweden","The Netherlands",5,5.75,NA,8,0,8,4
"Switzerland","Austria",0,7,NA,0,0,NA,NA
"Switzerland","Belgium",2,7,NA,0,NA,4,NA
"Switzerland","Bosnia & Herzegovina",1,7.5,NA,0,2,NA,NA
"Switzerland","Croatia",2,6.66666666666667,NA,1,0,5,NA
"Switzerland","Cyprus",3,6,NA,5,4,0,NA
"Switzerland","Estonia",0,6.35000000000002,NA,0,0,0,NA
"Switzerland","Finland",0,7.5,NA,0,NA,0,NA
"Switzerland","France",1,6.33333333333333,NA,0,3,0,NA
"Switzerland","Greece",0.666666666666667,6.33333333333333,NA,2,0,0,NA
"Switzerland","Iceland",0,7.5,NA,0,0,NA,NA
"Switzerland","Ireland",7,6.33333333333333,NA,12,7,2,NA
"Switzerland","Malta",2.66666666666667,6.66666666666667,NA,0,0,8,NA
"Switzerland","Norway",2.66666666666667,6.33333333333333,NA,7,0,1,NA
"Switzerland","Poland",0,6.33333333333333,NA,0,0,0,NA
"Switzerland","Portugal",3.33333333333333,6.33333333333333,NA,10,0,0,NA
"Switzerland","Slovakia",0,8,NA,0,NA,0,NA
"Switzerland","Slovenia",0,6.33333333333333,NA,0,0,0,NA
"Switzerland","Spain",4.66666666666667,6.66666666666667,NA,0,8,6,NA
"Switzerland","Sweden",2.66666666666667,6.33333333333333,NA,8,0,0,NA
"Switzerland","The Netherlands",3.33333333333333,6.66666666666667,NA,3,0,7,NA
"Switzerland","Turkey",4,6.33333333333333,NA,6,6,0,NA
"Switzerland","United Kingdom",6.33333333333333,6.66666666666667,NA,4,12,3,NA
"The Netherlands","Austria",1.66666666666667,6.66666666666667,NA,0,3,NA,2
"The Netherlands","Belgium",7.33333333333333,6.66666666666667,NA,2,NA,10,10
"The Netherlands","Bosnia & Herzegovina",1,6,NA,0,0,NA,3
"The Netherlands","Croatia",2.5,6,NA,5,0,4,1
"The Netherlands","Cyprus",2.5,5.51250000000002,NA,0,10,0,0
"The Netherlands","Estonia",2.5,5.75,NA,3,0,2,5
"The Netherlands","Finland",0,7,NA,0,NA,0,NA
"The Netherlands","France",1.25,5.75,NA,0,5,0,0
"The Netherlands","Greece",0.333333333333333,6.33333333333333,NA,1,0,0,NA
"The Netherlands","Iceland",2.33333333333333,6.66666666666667,NA,0,0,NA,7
"The Netherlands","Ireland",4,5.75,NA,12,4,0,0
"The Netherlands","Malta",2,6,NA,0,0,8,0
"The Netherlands","Norway",3.25,5.51250000000002,NA,10,0,3,0
"The Netherlands","Poland",0.25,5.75,NA,0,1,0,0
"The Netherlands","Portugal",1.5,6,NA,6,0,0,0
"The Netherlands","Slovakia",0,7.5,NA,0,NA,0,NA
"The Netherlands","Slovenia",1.5,5.75,NA,0,0,0,6
"The Netherlands","Spain",1.5,5.75,NA,0,6,0,0
"The Netherlands","Sweden",5.25,6,NA,8,0,5,8
"The Netherlands","Switzerland",1.33333333333333,6,NA,4,0,0,NA
"The Netherlands","Turkey",2.5,5.75,NA,7,2,1,0
"The Netherlands","United Kingdom",4.75,6,NA,0,12,7,0
"Turkey","Estonia",0,5.76250000000002,NA,0,0,0,0
"Turkey","Finland",0,7.52500000000003,NA,0,NA,0,NA
"Turkey","Slovakia",0,7.5,NA,0,NA,0,NA
"Turkey","Switzerland",0,6,NA,0,0,0,NA
"Turkey","The Netherlands",3.5,5.75,NA,1,1,7,5
"United Kingdom","Estonia",5.75,5.75,NA,10,10,0,3
"United Kingdom","Finland",0,8,NA,0,NA,0,NA
"United Kingdom","Slovakia",0,7,NA,0,NA,0,NA
"United Kingdom","Switzerland",1,6.33333333333333,NA,3,0,0,NA
"United Kingdom","The Netherlands",4.5,5.75,NA,0,0,10,8
"Austria","Italy",1,10,NA,NA,1,NA,NA
"Bosnia & Herzegovina","Italy",6,10,NA,NA,6,NA,NA
"Croatia","Italy",10,10,NA,NA,10,NA,NA
"Cyprus","Italy",6,10,NA,NA,6,NA,NA
"Denmark","Estonia",6,7,NA,NA,8,NA,4
"Denmark","Italy",4,10,NA,NA,4,NA,NA
"Denmark","Switzerland",0,10,NA,NA,0,NA,NA
"Denmark","The Netherlands",3.5,7.5,NA,NA,0,NA,7
"Estonia","Denmark",3,7.5,NA,NA,0,NA,6
"Estonia","Germany",2.66666666666667,6.66666666666667,NA,NA,0,1,7
"Estonia","Hungary",2.5,6.5,NA,NA,5,0,NA
"Estonia","Italy",0,10,NA,NA,0,NA,NA
"Estonia","Russia",7,10,NA,NA,7,NA,NA
"France","Italy",0,10.1000000000001,NA,NA,0,NA,NA
"Germany","Estonia",4.33333333333333,6.33333333333333,NA,NA,7,0,6
"Germany","Italy",4,10,NA,NA,4,NA,NA
"Germany","Switzerland",0,6.5,NA,NA,0,0,NA
"Germany","The Netherlands",2,6.66666666666667,NA,NA,0,6,0
"Greece","Italy",5,10,NA,NA,5,NA,NA
"Hungary","Estonia",4,7,NA,NA,4,4,NA
"Hungary","Italy",3,10,NA,NA,3,NA,NA
"Hungary","Switzerland",0,7,NA,NA,0,0,NA
"Hungary","The Netherlands",6,7,NA,NA,0,12,NA
"Iceland","Italy",1,10,NA,NA,1,NA,NA
"Ireland","Italy",1,10,NA,NA,1,NA,NA
"Italy","Austria",0,10,NA,NA,0,NA,NA
"Italy","Bosnia & Herzegovina",0,10,NA,NA,0,NA,NA
"Italy","Croatia",0,12,NA,NA,0,NA,NA
"Italy","Cyprus",4,10,NA,NA,4,NA,NA
"Italy","Denmark",0,10,NA,NA,0,NA,NA
"Italy","Estonia",12,10,NA,NA,12,NA,NA
"Italy","France",0,12,NA,NA,0,NA,NA
"Italy","Germany",5,10,NA,NA,5,NA,NA
"Italy","Greece",0,10,NA,NA,0,NA,NA
"Italy","Hungary",0,10,NA,NA,0,NA,NA
"Italy","Iceland",0,10,NA,NA,0,NA,NA
"Italy","Ireland",10,10,NA,NA,10,NA,NA
"Italy","Malta",6,10,NA,NA,6,NA,NA
"Italy","Norway",0,10,NA,NA,0,NA,NA
"Italy","Poland",1,10,NA,NA,1,NA,NA
"Italy","Portugal",0,10.1000000000001,NA,NA,0,NA,NA
"Italy","Russia",0,10,NA,NA,0,NA,NA
"Italy","Slovenia",0,10,NA,NA,0,NA,NA
"Italy","Spain",3,10,NA,NA,3,NA,NA
"Italy","Sweden",0,10,NA,NA,0,NA,NA
"Italy","Switzerland",2,10,NA,NA,2,NA,NA
"Italy","The Netherlands",0,10,NA,NA,0,NA,NA
"Italy","Turkey",7,10,NA,NA,7,NA,NA
"Italy","United Kingdom",8,10,NA,NA,8,NA,NA
"Malta","Italy",0,10.1000000000001,NA,NA,0,NA,NA
"Norway","Italy",0,10,NA,NA,0,NA,NA
"Poland","Italy",8,10,NA,NA,8,NA,NA
"Portugal","Italy",12,10,NA,NA,12,NA,NA
"Russia","Estonia",0,10,NA,NA,0,NA,NA
"Russia","Italy",7,12,NA,NA,7,NA,NA
"Russia","Switzerland",0,10,NA,NA,0,NA,NA
"Russia","The Netherlands",0,10,NA,NA,0,NA,NA
"Slovenia","Italy",10,10,NA,NA,10,NA,NA
"Spain","Italy",8,10,NA,NA,8,NA,NA
"Sweden","Italy",3,12,NA,NA,3,NA,NA
"Switzerland","Denmark",1,10,NA,NA,1,NA,NA
"Switzerland","Germany",8.5,7,NA,NA,5,12,NA
"Switzerland","Hungary",0,7,NA,NA,0,0,NA
"Switzerland","Italy",10,12,NA,NA,10,NA,NA
"Switzerland","Russia",0,10,NA,NA,0,NA,NA
"The Netherlands","Denmark",0,7,NA,NA,0,NA,0
"The Netherlands","Germany",8,6.66666666666667,NA,NA,0,12,12
"The Netherlands","Hungary",0,7.5,NA,NA,0,0,NA
"The Netherlands","Italy",7,10,NA,NA,7,NA,NA
"The Netherlands","Russia",8,10.1000000000001,NA,NA,8,NA,NA
"Turkey","Italy",5,10,NA,NA,5,NA,NA
"United Kingdom","Italy",3,10,NA,NA,3,NA,NA
"Belgium","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Belgium","Romania",0,10,NA,NA,NA,0,NA
"Croatia","F.Y.R. Macedonia",6,10,NA,NA,NA,6,NA
"Croatia","Romania",0,10,NA,NA,NA,0,NA
"Cyprus","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Cyprus","Romania",0,12,NA,NA,NA,0,NA
"Estonia","F.Y.R. Macedonia",0,12,NA,NA,NA,0,NA
"Estonia","Israel",5.5,7.5,NA,NA,NA,7,4
"Estonia","Romania",0,10,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Belgium",6,10,NA,NA,NA,6,NA
"F.Y.R. Macedonia","Croatia",12,10,NA,NA,NA,12,NA
"F.Y.R. Macedonia","Cyprus",0,10,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Estonia",0,10,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Finland",1,10,NA,NA,NA,1,NA
"F.Y.R. Macedonia","France",2,12,NA,NA,NA,2,NA
"F.Y.R. Macedonia","Germany",0,10.1000000000001,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Greece",0,10,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Hungary",0,10,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Ireland",7,10,NA,NA,NA,7,NA
"F.Y.R. Macedonia","Israel",8,10,NA,NA,NA,8,NA
"F.Y.R. Macedonia","Malta",0,10,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Norway",0,10,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Poland",0,10,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Portugal",4,10,NA,NA,NA,4,NA
"F.Y.R. Macedonia","Romania",0,10,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Slovakia",0,12,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Slovenia",0,10,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Spain",0,10,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Sweden",0,12,NA,NA,NA,0,NA
"F.Y.R. Macedonia","Switzerland",0,10,NA,NA,NA,0,NA
"F.Y.R. Macedonia","The Netherlands",3,10,NA,NA,NA,3,NA
"F.Y.R. Macedonia","Turkey",5,10,NA,NA,NA,5,NA
"F.Y.R. Macedonia","United Kingdom",10,10,NA,NA,NA,10,NA
"Finland","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Finland","Germany",1,10,NA,NA,NA,1,NA
"Finland","Hungary",0,10,NA,NA,NA,0,NA
"Finland","Israel",10,10,NA,NA,NA,10,NA
"Finland","Romania",0,10,NA,NA,NA,0,NA
"France","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"France","Romania",0,10,NA,NA,NA,0,NA
"Germany","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Germany","Finland",0,10,NA,NA,NA,0,NA
"Germany","Romania",0,10,NA,NA,NA,0,NA
"Germany","Slovakia",0,10,NA,NA,NA,0,NA
"Greece","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Greece","Romania",0,10,NA,NA,NA,0,NA
"Hungary","F.Y.R. Macedonia",0,12,NA,NA,NA,0,NA
"Hungary","Finland",0,10,NA,NA,NA,0,NA
"Hungary","Romania",0,12,NA,NA,NA,0,NA
"Hungary","Slovakia",0,10,NA,NA,NA,0,NA
"Ireland","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Ireland","Romania",0,10.1000000000001,NA,NA,NA,0,NA
"Israel","Estonia",0.5,7,NA,NA,NA,0,1
"Israel","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Israel","Finland",0,10,NA,NA,NA,0,NA
"Israel","Romania",6,10,NA,NA,NA,6,NA
"Israel","Slovakia",0,10,NA,NA,NA,0,NA
"Israel","Switzerland",0,10,NA,NA,NA,0,NA
"Israel","The Netherlands",7,7,NA,NA,NA,8,6
"Malta","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Malta","Romania",0,10,NA,NA,NA,0,NA
"Norway","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Norway","Romania",0,12,NA,NA,NA,0,NA
"Poland","F.Y.R. Macedonia",0,12,NA,NA,NA,0,NA
"Poland","Romania",0,10,NA,NA,NA,0,NA
"Portugal","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Portugal","Romania",0,10,NA,NA,NA,0,NA
"Romania","Belgium",0,10,NA,NA,NA,0,NA
"Romania","Croatia",0,10,NA,NA,NA,0,NA
"Romania","Cyprus",4,10,NA,NA,NA,4,NA
"Romania","Estonia",0,10,NA,NA,NA,0,NA
"Romania","F.Y.R. Macedonia",3,12,NA,NA,NA,3,NA
"Romania","Finland",0,10,NA,NA,NA,0,NA
"Romania","France",0,10,NA,NA,NA,0,NA
"Romania","Germany",6,10,NA,NA,NA,6,NA
"Romania","Greece",0,10,NA,NA,NA,0,NA
"Romania","Hungary",1,12,NA,NA,NA,1,NA
"Romania","Ireland",8,10,NA,NA,NA,8,NA
"Romania","Israel",7,10,NA,NA,NA,7,NA
"Romania","Malta",0,10,NA,NA,NA,0,NA
"Romania","Norway",0,10,NA,NA,NA,0,NA
"Romania","Poland",10,12,NA,NA,NA,10,NA
"Romania","Portugal",0,10,NA,NA,NA,0,NA
"Romania","Slovakia",0,10,NA,NA,NA,0,NA
"Romania","Slovenia",5,10,NA,NA,NA,5,NA
"Romania","Spain",0,12,NA,NA,NA,0,NA
"Romania","Sweden",0,10,NA,NA,NA,0,NA
"Romania","Switzerland",0,10,NA,NA,NA,0,NA
"Romania","The Netherlands",0,10,NA,NA,NA,0,NA
"Romania","Turkey",2,10,NA,NA,NA,2,NA
"Romania","United Kingdom",12,12,NA,NA,NA,12,NA
"Slovakia","F.Y.R. Macedonia",3,10,NA,NA,NA,3,NA
"Slovakia","Germany",0,10,NA,NA,NA,0,NA
"Slovakia","Hungary",0,10,NA,NA,NA,0,NA
"Slovakia","Israel",0,10,NA,NA,NA,0,NA
"Slovakia","Romania",0,10,NA,NA,NA,0,NA
"Slovenia","F.Y.R. Macedonia",4,10,NA,NA,NA,4,NA
"Slovenia","Romania",0,10,NA,NA,NA,0,NA
"Spain","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Spain","Romania",0,10,NA,NA,NA,0,NA
"Sweden","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Sweden","Romania",0,10,NA,NA,NA,0,NA
"Switzerland","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Switzerland","Israel",10,10,NA,NA,NA,10,NA
"Switzerland","Romania",0,10,NA,NA,NA,0,NA
"The Netherlands","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"The Netherlands","Israel",5,7,NA,NA,NA,6,4
"The Netherlands","Romania",0,12,NA,NA,NA,0,NA
"Turkey","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"Turkey","Romania",0,12,NA,NA,NA,0,NA
"United Kingdom","F.Y.R. Macedonia",0,10,NA,NA,NA,0,NA
"United Kingdom","Romania",0,10,NA,NA,NA,0,NA
"Austria","Lithuania",0,10,NA,NA,NA,NA,0
"Belgium","Lithuania",0,10,NA,NA,NA,NA,0
"Bosnia & Herzegovina","Lithuania",0,10,NA,NA,NA,NA,0
"Croatia","Lithuania",2,10,NA,NA,NA,NA,2
"Cyprus","Lithuania",5,10,NA,NA,NA,NA,5
"Denmark","Lithuania",0,10,NA,NA,NA,NA,0
"Estonia","Lithuania",2,12,NA,NA,NA,NA,2
"France","Lithuania",0,12,NA,NA,NA,NA,0
"Germany","Lithuania",0,10,NA,NA,NA,NA,0
"Iceland","Lithuania",0,12,NA,NA,NA,NA,0
"Ireland","Lithuania",0,10,NA,NA,NA,NA,0
"Israel","Lithuania",3,10,NA,NA,NA,NA,3
"Lithuania","Austria",0,10,NA,NA,NA,NA,0
"Lithuania","Belgium",0,10,NA,NA,NA,NA,0
