"To","From","Average","Sim.Threshold","1995","1996","1997","1998","1999"
"Croatia","Hungary",0.666666666666667,6.66666666666667,0,NA,2,0,NA
"Croatia","Iceland",0,6,0,0,0,NA,0
"Croatia","Ireland",1.6,5.4,0,0,6,2,0
"Croatia","Israel",4,6.33333333333333,4,NA,NA,0,8
"Croatia","Malta",9,5.8,12,12,8,7,6
"Croatia","Norway",2.4,5.2,0,5,0,0,7
"Croatia","Poland",0,5.4,0,0,0,0,0
"Croatia","Portugal",2,5.4,0,10,0,0,0
"Croatia","Russia",3,6.5,6,NA,0,NA,NA
"Croatia","Slovenia",5.2,5.2,2,6,3,3,12
"Croatia","Spain",3.2,5.4,10,4,0,1,1
"Croatia","Sweden",0,5.6,0,0,0,0,0
"Croatia","Turkey",2.2,5.4,5,1,0,5,0
"Croatia","United Kingdom",7.2,5.6,0,7,12,12,5
"Cyprus","Austria",0.25,6.25,0,0,0,NA,1
"Cyprus","Belgium",1.5,6,0,0,NA,6,0
"Cyprus","Bosnia & Herzegovina",0,6,0,0,0,NA,0
"Cyprus","Croatia",5.2,6,5,8,4,7,2
"Cyprus","Denmark",2.66666666666667,6.66666666666667,0,NA,0,NA,8
"Cyprus","France",1.2,5.6,2,0,3,1,0
"Cyprus","Germany",0,5.75,0,NA,0,0,0
"Cyprus","Greece",11.5,6,12,10,12,12,NA
"Cyprus","Hungary",0,6.33333333333333,0,NA,0,0,NA
"Cyprus","Iceland",3,6,0,0,0,NA,12
"Cyprus","Ireland",2.8,5.4,0,6,8,0,0
"Cyprus","Israel",9.33333333333333,6.33333333333333,8,NA,NA,10,10
"Cyprus","Malta",3.8,5.4,6,0,5,5,3
"Cyprus","Norway",4,5.4,7,3,0,3,7
"Cyprus","Poland",0.8,5.6,0,4,0,0,0
"Cyprus","Portugal",2.8,5.6,0,12,0,2,0
"Cyprus","Russia",0.5,7.5,1,NA,0,NA,NA
"Cyprus","Slovenia",1,5.2,3,0,2,0,0
"Cyprus","Spain",5.2,5.4,10,2,10,4,0
"Cyprus","Sweden",2,5.4,4,0,0,0,6
"Cyprus","Turkey",0,5.2,0,0,0,0,0
"Cyprus","United Kingdom",4,5.4,0,1,7,8,4
"Denmark","Austria",4.33333333333333,6.66666666666667,10,NA,0,NA,3
"Denmark","Belgium",0,7.5,0,NA,NA,NA,0
"Denmark","Bosnia & Herzegovina",3.66666666666667,6.33333333333333,3,NA,0,NA,8
"Denmark","Croatia",0,6.33333333333333,0,NA,0,NA,0
"Denmark","Cyprus",4,6.33333333333333,5,NA,7,NA,0
"Denmark","France",2.33333333333333,6.66666666666667,6,NA,1,NA,0
"Denmark","Germany",1.66666666666667,6.33333333333333,0,NA,0,NA,5
"Denmark","Greece",0,7.5,0,NA,0,NA,NA
"Denmark","Hungary",0,7,0,NA,0,NA,NA
"Denmark","Iceland",6.66666666666667,6.33333333333333,8,NA,0,NA,12
"Denmark","Ireland",3.66666666666667,6.66666666666667,1,NA,10,NA,0
"Denmark","Israel",1,7,0,NA,NA,NA,2
"Denmark","Malta",2.33333333333333,6.66666666666667,4,NA,3,NA,0
"Denmark","Norway",2.66666666666667,6.66666666666667,2,NA,0,NA,6
"Denmark","Poland",1.66666666666667,6.33333333333333,0,NA,5,NA,0
"Denmark","Portugal",0,6.35000000000002,0,NA,0,NA,0
"Denmark","Russia",0,7.52500000000003,0,NA,0,NA,NA
"Denmark","Slovenia",0,6.33333333333333,0,NA,0,NA,0
"Denmark","Spain",0.666666666666667,6.66666666666667,0,NA,2,NA,0
"Denmark","Sweden",9.33333333333333,6.66666666666667,12,NA,6,NA,10
"Denmark","Turkey",0,6.66666666666667,0,NA,0,NA,0
"Denmark","United Kingdom",6.66666666666667,6.66666666666667,7,NA,12,NA,1
"France","Austria",5,6,8,12,0,NA,0
"France","Belgium",2.25,5.75,0,0,NA,7,2
"France","Bosnia & Herzegovina",1.5,6,0,0,0,NA,6
"France","Croatia",3,5.6,0,0,0,8,7
"France","Cyprus",1.2,5.6,0,2,4,0,0
"France","Denmark",0,6.33333333333333,0,NA,0,NA,0
"France","Germany",2,6,0,NA,0,0,8
"France","Greece",1.25,5.75,5,0,0,0,NA
"France","Hungary",2,6.66666666666667,0,NA,5,1,NA
"France","Iceland",0.5,6,2,0,0,NA,0
"France","Ireland",3.4,5.4,1,6,10,0,0
"France","Israel",7.33333333333333,6.66666666666667,0,NA,NA,12,10
"France","Malta",2.6,5.6,6,0,1,6,0
"France","Norway",3.4,5.61000000000001,10,7,0,0,0
"France","Poland",1,5.2,0,0,3,2,0
"France","Portugal",6.2,5.6,4,5,0,10,12
"France","Russia",0,6.5,0,NA,0,NA,NA
"France","Slovenia",1.6,5.4,0,0,7,0,1
"France","Spain",2.6,5.2,7,0,2,4,0
"France","Sweden",1.8,5.6,3,3,0,0,3
"France","Turkey",3,5.61000000000001,0,4,6,0,5
"France","United Kingdom",7,6,12,8,12,3,0
"Germany","Austria",1.66666666666667,6.66666666666667,0,NA,0,NA,5
"Germany","Belgium",1.33333333333333,6.33333333333333,0,NA,NA,4,0
"Germany","Bosnia & Herzegovina",3.66666666666667,6.33333333333333,0,NA,3,NA,8
"Germany","Croatia",5.25,5.76250000000002,0,NA,1,10,10
"Germany","Cyprus",2,6,3,NA,5,0,0
"Germany","Denmark",2.33333333333333,6.66666666666667,7,NA,0,NA,0
"Germany","France",2,6,8,NA,0,0,0
"Germany","Greece",0,6.33333333333333,0,NA,0,0,NA
"Germany","Hungary",0,6.33333333333333,0,NA,0,0,NA
"Germany","Iceland",1,6.33333333333333,0,NA,0,NA,3
"Germany","Ireland",2.75,5.75,1,NA,8,2,0
"Germany","Israel",8,6.33333333333333,10,NA,NA,7,7
"Germany","Malta",2.75,6,2,NA,0,8,1
"Germany","Norway",1.75,5.76250000000002,4,NA,0,3,0
"Germany","Poland",3.75,6,0,NA,6,5,4
"Germany","Portugal",0,5.75,0,NA,0,0,0
"Germany","Russia",0,7,0,NA,0,NA,NA
"Germany","Slovenia",1.25,5.5,5,NA,0,0,0
"Germany","Spain",2,6,6,NA,2,0,0
"Germany","Sweden",3.5,6,12,NA,0,0,2
"Germany","Turkey",9,5.75,0,NA,12,12,12
"Germany","United Kingdom",2.75,6,0,NA,10,1,0
"Greece","Austria",3,6.66666666666667,7,2,0,NA,NA
"Greece","Belgium",1.33333333333333,6.66666666666667,0,0,NA,4,NA
"Greece","Bosnia & Herzegovina",0,6.66666666666667,0,0,0,NA,NA
"Greece","Croatia",2.75,5.75,5,1,0,5,NA
"Greece","Cyprus",11,6,8,12,12,12,NA
"Greece","Denmark",1,7,0,NA,2,NA,NA
"Greece","France",1.5,5.5,2,0,4,0,NA
"Greece","Germany",1,6.33333333333333,0,NA,0,3,NA
"Greece","Hungary",0,6.66666666666667,0,NA,0,0,NA
"Greece","Iceland",1,6,0,3,0,NA,NA
"Greece","Ireland",3.5,6,4,10,0,0,NA
"Greece","Israel",5,7,0,NA,NA,10,NA
"Greece","Malta",5.5,5.5,0,8,8,6,NA
"Greece","Norway",3,6,12,0,0,0,NA
"Greece","Poland",2.75,6,3,7,1,0,NA
"Greece","Portugal",1.75,5.75,1,5,0,1,NA
"Greece","Russia",0,7.5,0,NA,0,NA,NA
"Greece","Slovenia",3.75,6,10,0,3,2,NA
"Greece","Spain",4.5,6,6,6,6,0,NA
"Greece","Sweden",0,6,0,0,0,0,NA
"Greece","Turkey",1.75,6,0,0,7,0,NA
"Greece","United Kingdom",4.25,5.51250000000002,0,0,10,7,NA
"Hungary","Austria",4.5,7.5,4,NA,5,NA,NA
"Hungary","Belgium",1.5,7.5,0,NA,NA,3,NA
"Hungary","Bosnia & Herzegovina",0,7.5,0,NA,0,NA,NA
"Hungary","Croatia",0,6.33333333333333,0,NA,0,0,NA
"Hungary","Cyprus",4.33333333333333,6.35000000000002,12,NA,0,1,NA
"Hungary","Denmark",1.5,7,3,NA,0,NA,NA
"Hungary","France",4,6.66666666666667,10,NA,2,0,NA
"Hungary","Germany",0.333333333333333,6.66666666666667,0,NA,1,0,NA
"Hungary","Greece",0,6,0,NA,0,0,NA
"Hungary","Iceland",0,7.5,0,NA,0,NA,NA
"Hungary","Ireland",4.66666666666667,6.66666666666667,0,NA,8,6,NA
"Hungary","Israel",2.5,7.5,5,NA,NA,0,NA
"Hungary","Malta",2.33333333333333,6,0,NA,0,7,NA
"Hungary","Norway",3.66666666666667,6.66666666666667,6,NA,0,5,NA
"Hungary","Poland",3.33333333333333,6,1,NA,7,2,NA
"Hungary","Portugal",0,6.33333333333333,0,NA,0,0,NA
"Hungary","Russia",0,7.5,0,NA,0,NA,NA
"Hungary","Slovenia",2.66666666666667,6.33333333333333,8,NA,0,0,NA
"Hungary","Spain",4,6.33333333333333,2,NA,10,0,NA
"Hungary","Sweden",2.66666666666667,6.33333333333333,0,NA,0,8,NA
"Hungary","Turkey",2,6.33333333333333,0,NA,6,0,NA
"Hungary","United Kingdom",9.66666666666667,6,7,NA,12,10,NA
"Iceland","Austria",2,6,0,0,0,NA,8
"Iceland","Belgium",0,6.66666666666667,0,0,NA,NA,0
"Iceland","Bosnia & Herzegovina",0.75,5.76250000000002,0,0,0,NA,3
"Iceland","Croatia",4.75,5.75,10,5,0,NA,4
"Iceland","Cyprus",3.5,6,2,0,12,NA,0
"Iceland","Denmark",8.33333333333333,6.66666666666667,7,NA,6,NA,12
"Iceland","France",4.5,6,8,0,10,NA,0
"Iceland","Germany",1.66666666666667,6.66666666666667,0,NA,0,NA,5
"Iceland","Greece",0,6.35000000000002,0,0,0,NA,NA
"Iceland","Hungary",2.5,7.5,0,NA,5,NA,NA
"Iceland","Ireland",0.75,6,3,0,0,NA,0
"Iceland","Israel",0.5,7.5,0,NA,NA,NA,1
"Iceland","Malta",0,6,0,0,0,NA,0
"Iceland","Norway",6.75,5.5,12,8,0,NA,7
"Iceland","Poland",1.5,5.75,6,0,0,NA,0
"Iceland","Portugal",2.5,5.5,0,10,0,NA,0
"Iceland","Russia",0,7,0,NA,0,NA,NA
"Iceland","Slovenia",1.25,5.75,1,1,3,NA,0
"Iceland","Spain",1.25,6,5,0,0,NA,0
"Iceland","Sweden",6,6,4,6,4,NA,10
"Iceland","Turkey",1.75,5.75,0,0,7,NA,0
"Iceland","United Kingdom",3,6,0,4,8,NA,0
"Ireland","Austria",2,6,0,8,0,NA,0
"Ireland","Belgium",4.25,6,0,0,NA,7,10
"Ireland","Bosnia & Herzegovina",0,5.5,0,0,0,NA,0
"Ireland","Croatia",3.6,5.4,3,6,0,3,6
"Ireland","Cyprus",0.8,5.6,0,1,3,0,0
"Ireland","Denmark",4.66666666666667,6.66666666666667,7,NA,0,NA,7
"Ireland","France",3.4,5.6,5,0,10,0,2
"Ireland","Germany",2,5.75,0,NA,0,8,0
"Ireland","Greece",0,6,0,0,0,0,NA
"Ireland","Hungary",1.33333333333333,6.66666666666667,0,NA,4,0,NA
"Ireland","Iceland",5,5.75,6,10,0,NA,4
"Ireland","Israel",2,6.33333333333333,0,NA,NA,6,0
"Ireland","Malta",4.6,5.21000000000001,4,0,7,12,0
"Ireland","Norway",4.8,5.6,10,7,0,4,3
"Ireland","Poland",0,5.4,0,0,0,0,0
"Ireland","Portugal",0,5.6,0,0,0,0,0
"Ireland","Russia",0,7.5,0,NA,0,NA,NA
"Ireland","Slovenia",4,5.6,8,0,0,0,12
"Ireland","Spain",1.6,5.4,2,0,6,0,0
"Ireland","Sweden",7.2,5.6,12,12,5,2,5
"Ireland","Turkey",0.4,5.6,0,0,2,0,0
"Ireland","United Kingdom",4.2,5.4,1,3,12,5,0
"Israel","Austria",1,7,2,NA,NA,NA,0
"Israel","Belgium",3.33333333333333,6.33333333333333,0,NA,NA,5,5
"Israel","Bosnia & Herzegovina",0,7,0,NA,NA,NA,0
"Israel","Croatia",7,6,4,NA,NA,10,7
"Israel","Cyprus",2.33333333333333,6.33333333333333,6,NA,NA,1,0
"Israel","Denmark",1,7,0,NA,NA,NA,2
"Israel","France",2.33333333333333,6.33333333333333,7,NA,NA,0,0
"Israel","Germany",4,6.66666666666667,0,NA,NA,0,12
"Israel","Greece",4,7,8,NA,NA,0,NA
"Israel","Hungary",0,7.5,0,NA,NA,0,NA
"Israel","Iceland",5,8,0,NA,NA,NA,10
"Israel","Ireland",0,6.33333333333333,0,NA,NA,0,0
"Israel","Malta",2.33333333333333,6.66666666666667,0,NA,NA,7,0
"Israel","Norway",4.66666666666667,6,10,NA,NA,4,0
"Israel","Poland",0,6,0,NA,NA,0,0
"Israel","Portugal",0.666666666666667,6.33333333333333,0,NA,NA,2,0
"Israel","Russia",0,12,0,NA,NA,NA,NA
"Israel","Slovenia",1,6.66666666666667,3,NA,NA,0,0
"Israel","Spain",5,6.66666666666667,12,NA,NA,3,0
"Israel","Sweden",2.66666666666667,6.33333333333333,0,NA,NA,0,8
"Israel","Turkey",0.333333333333333,6.66666666666667,1,NA,NA,0,0
"Israel","United Kingdom",7,6,5,NA,NA,12,4
"Malta","Austria",3,5.5,0,12,0,NA,0
"Malta","Belgium",0.75,5.75,0,0,NA,3,0
"Malta","Bosnia & Herzegovina",0.75,6,0,3,0,NA,0
"Malta","Croatia",8.4,5.4,12,7,8,10,5
"Malta","Cyprus",2.8,5.6,4,2,7,1,0
"Malta","Denmark",1.33333333333333,6.66666666666667,0,NA,0,NA,4
"Malta","France",0,5.41000000000001,0,0,0,0,0
"Malta","Germany",1.75,5.75,1,NA,3,0,3
"Malta","Greece",4.25,6,10,1,6,0,NA
"Malta","Hungary",0.666666666666667,6.33333333333333,0,NA,2,0,NA
"Malta","Iceland",2.5,5.75,0,0,0,NA,10
"Malta","Ireland",2,5.4,0,4,0,6,0
"Malta","Israel",7.66666666666667,6.66666666666667,5,NA,NA,12,6
"Malta","Norway",2.2,5.4,6,0,0,5,0
"Malta","Poland",0,5.2,0,0,0,0,0
"Malta","Portugal",0.4,5.6,0,0,0,2,0
"Malta","Russia",0,7.52500000000003,0,NA,0,NA,NA
"Malta","Slovenia",1.4,5.4,2,0,5,0,0
"Malta","Spain",5,5.4,8,5,12,0,0
"Malta","Sweden",3.8,5.61000000000001,3,0,0,4,12
"Malta","Turkey",5.4,5.6,7,10,10,0,0
"Malta","United Kingdom",4.6,5.4,0,6,1,8,8
"Norway","Austria",2.25,6,3,0,0,NA,6
"Norway","Belgium",1.75,6,0,0,NA,7,0
"Norway","Bosnia & Herzegovina",1.75,5.75,0,0,0,NA,7
"Norway","Croatia",4,5.6,7,7,0,6,0
"Norway","Cyprus",1.4,5.4,5,0,2,0,0
"Norway","Denmark",6.33333333333333,6.66666666666667,12,NA,7,NA,0
"Norway","France",6,5.8,6,4,12,0,8
"Norway","Germany",0.75,5.76250000000002,0,NA,0,0,3
"Norway","Greece",2,6,0,3,5,0,NA
"Norway","Hungary",0.666666666666667,6.33333333333333,0,NA,0,2,NA
"Norway","Iceland",4.25,5.75,2,5,0,NA,10
"Norway","Ireland",3.8,5.6,1,10,3,4,1
"Norway","Israel",1.66666666666667,6.66666666666667,0,NA,NA,3,2
"Norway","Malta",4.6,5.6,0,1,10,12,0
"Norway","Poland",1.6,5.6,4,0,4,0,0
"Norway","Portugal",2.4,5.41000000000001,0,12,0,0,0
"Norway","Russia",5.5,7,10,NA,1,NA,NA
"Norway","Slovenia",0,5.4,0,0,0,0,0
"Norway","Spain",0,5.6,0,0,0,0,0
"Norway","Sweden",8.8,5.6,8,6,8,10,12
"Norway","Turkey",0.8,5.6,0,0,0,0,4
"Norway","United Kingdom",2.2,5.4,0,0,6,5,0
"Poland","Austria",3.5,6,2,8,1,NA,3
"Poland","Belgium",3.5,6,0,0,NA,12,2
"Poland","Bosnia & Herzegovina",1.25,6,0,0,0,NA,5
"Poland","Croatia",3.6,5.4,0,2,3,6,7
"Poland","Cyprus",0.2,5.4,1,0,0,0,0
"Poland","Denmark",1.33333333333333,6.33333333333333,3,NA,0,NA,1
"Poland","France",3.8,5.4,7,0,12,0,0
"Poland","Germany",3,5.51250000000002,0,NA,0,0,12
"Poland","Greece",1.75,5.75,6,1,0,0,NA
"Poland","Hungary",1.66666666666667,6.33333333333333,0,NA,5,0,NA
"Poland","Iceland",1.75,6,0,3,0,NA,4
"Poland","Ireland",4.2,5.6,0,12,7,2,0
"Poland","Israel",6.66666666666667,6.01666666666669,0,NA,NA,10,10
"Poland","Malta",2.8,5.4,0,6,0,8,0
"Poland","Norway",4,5.6,12,4,0,4,0
"Poland","Portugal",0,5.6,0,0,0,0,0
"Poland","Russia",0,7,0,NA,0,NA,NA
"Poland","Slovenia",1.2,5.2,4,0,2,0,0
"Poland","Spain",2.4,5.6,8,0,4,0,0
"Poland","Sweden",3.8,5.4,10,0,0,3,6
"Poland","Turkey",0,5.4,0,0,0,0,0
"Poland","United Kingdom",4.4,5.4,5,0,10,7,0
"Portugal","Austria",3,5.76250000000002,2,5,0,NA,5
"Portugal","Belgium",2,6,0,0,NA,8,0
"Portugal","Bosnia & Herzegovina",0,5.76250000000002,0,0,0,NA,0
"Portugal","Croatia",4.4,5.41000000000001,4,10,0,2,6
"Portugal","Cyprus",2,5.4,0,3,3,4,0
"Portugal","Denmark",3,6,6,NA,0,NA,3
"Portugal","France",1.4,5.4,0,1,6,0,0
"Portugal","Germany",5.5,6,0,NA,0,10,12
"Portugal","Greece",0.75,5.75,3,0,0,0,NA
"Portugal","Hungary",0,6.33333333333333,0,NA,0,0,NA
"Portugal","Iceland",2.5,6,0,6,0,NA,4
"Portugal","Ireland",3.8,5.8,0,8,10,1,0
"Portugal","Israel",6.66666666666667,6.66666666666667,0,NA,NA,12,8
"Portugal","Malta",1.2,5.4,0,0,0,5,1
"Portugal","Norway",3.4,5.2,12,2,0,3,0
"Portugal","Poland",0.6,5.6,1,0,2,0,0
"Portugal","Russia",0,7,0,NA,0,NA,NA
"Portugal","Slovenia",1.8,5.4,5,0,4,0,0
"Portugal","Spain",3,5.61000000000001,7,0,8,0,0
"Portugal","Sweden",4.4,5.2,8,4,0,0,10
"Portugal","Turkey",1,5.4,0,0,5,0,0
"Portugal","United Kingdom",7,5.2,10,12,7,6,0
"Russia","Austria",1.5,7.02500000000003,0,NA,3,NA,NA
"Russia","Belgium",0,12,0,NA,NA,NA,NA
"Russia","Bosnia & Herzegovina",0,6.5,0,NA,0,NA,NA
"Russia","Croatia",0,7.5,0,NA,0,NA,NA
"Russia","Cyprus",2.5,7,4,NA,1,NA,NA
"Russia","Denmark",5,7.5,10,NA,0,NA,NA
"Russia","France",3,7,0,NA,6,NA,NA
"Russia","Germany",0,7.5,0,NA,0,NA,NA
"Russia","Greece",1,7,0,NA,2,NA,NA
"Russia","Hungary",1,8,2,NA,0,NA,NA
"Russia","Iceland",1.5,7.5,3,NA,0,NA,NA
"Russia","Ireland",5,7,5,NA,5,NA,NA
"Russia","Israel",8,10,8,NA,NA,NA,NA
"Russia","Malta",0,7.5,0,NA,0,NA,NA
"Russia","Norway",6,7.5,12,NA,0,NA,NA
"Russia","Poland",0,7.5,0,NA,0,NA,NA
"Russia","Portugal",0,7.5,0,NA,0,NA,NA
"Russia","Slovenia",8.5,7,7,NA,10,NA,NA
"Russia","Spain",4,7.5,0,NA,8,NA,NA
"Russia","Sweden",3,7,6,NA,0,NA,NA
"Russia","Turkey",2,8,0,NA,4,NA,NA
"Russia","United Kingdom",6.5,7.02500000000003,1,NA,12,NA,NA
"Slovenia","Austria",1.25,5.5,0,1,0,NA,4
"Slovenia","Belgium",1.5,6,0,0,NA,6,0
"Slovenia","Bosnia & Herzegovina",2.5,6,0,0,0,NA,10
"Slovenia","Croatia",7.8,5.4,12,3,0,12,12
"Slovenia","Cyprus",1.6,5.4,4,0,4,0,0
"Slovenia","Denmark",3.66666666666667,6.33333333333333,6,NA,0,NA,5
"Slovenia","France",2,5.41000000000001,8,0,2,0,0
"Slovenia","Germany",3.5,6,0,NA,0,8,6
"Slovenia","Greece",0.5,5.75,2,0,0,0,NA
"Slovenia","Hungary",0,6.33333333333333,0,NA,0,0,NA
"Slovenia","Iceland",1.5,5.75,0,6,0,NA,0
"Slovenia","Ireland",3.8,5.4,5,12,1,1,0
"Slovenia","Israel",6,6.33333333333333,10,NA,NA,7,1
"Slovenia","Malta",1.4,5.6,0,4,0,3,0
"Slovenia","Norway",5.4,5.6,7,10,0,10,0
"Slovenia","Poland",1.4,5.4,0,0,7,0,0
"Slovenia","Portugal",0,5.4,0,0,0,0,0
"Slovenia","Russia",6,7,0,NA,12,NA,NA
"Slovenia","Spain",1,5.2,0,0,5,0,0
"Slovenia","Sweden",4.2,5.4,1,7,6,0,7
"Slovenia","Turkey",0.6,5.4,3,0,0,0,0
"Slovenia","United Kingdom",3,5.6,0,0,8,5,2
"Spain","Austria",1.5,6,6,0,0,NA,0
"Spain","Belgium",6.5,5.75,7,12,NA,7,0
"Spain","Bosnia & Herzegovina",0,6.25,0,0,0,NA,0
"Spain","Croatia",6,5.2,12,5,0,1,12
"Spain","Cyprus",4.4,5.6,5,7,10,0,0
"Spain","Denmark",1.66666666666667,6.66666666666667,0,NA,0,NA,5
"Spain","France",0,5.4,0,0,0,0,0
"Spain","Germany",4.75,6,0,NA,0,12,7
"Spain","Greece",3.75,5.75,8,0,7,0,NA
"Spain","Hungary",0.333333333333333,6.33333333333333,1,NA,0,0,NA
"Spain","Iceland",3.25,6,0,3,0,NA,10
"Spain","Ireland",1.8,5.2,3,0,6,0,0
"Spain","Israel",6,6.33333333333333,0,NA,NA,10,8
"Spain","Malta",5.2,5.6,10,10,1,5,0
"Spain","Norway",2.4,5.4,4,0,0,8,0
"Spain","Poland",0.4,5.4,0,0,2,0,0
"Spain","Portugal",1.2,5.4,0,0,0,6,0
"Spain","Russia",0,7.02500000000003,0,NA,0,NA,NA
"Spain","Slovenia",0.6,5.2,0,1,0,0,2
"Spain","Sweden",1.2,6,0,0,0,0,6
"Spain","Turkey",4.4,5.4,2,8,12,0,0
"Spain","United Kingdom",2.4,5.4,0,0,5,3,4
"Sweden","Austria",2.75,6,4,0,0,NA,7
"Sweden","Belgium",0.5,6,0,0,NA,2,0
"Sweden","Bosnia & Herzegovina",2.5,5.75,0,0,4,NA,6
"Sweden","Croatia",2,5.4,0,1,5,3,1
"Sweden","Cyprus",2,5.4,8,2,0,0,0
"Sweden","Denmark",9,6.33333333333333,12,NA,7,NA,8
"Sweden","France",1,5.4,3,0,2,0,0
"Sweden","Germany",0.5,6,0,NA,0,0,2
"Sweden","Greece",0.75,5.5,0,3,0,0,NA
"Sweden","Hungary",0,6.33333333333333,0,NA,0,0,NA
"Sweden","Iceland",6.5,6,6,0,8,NA,12
"Sweden","Ireland",5.6,5.6,10,7,10,1,0
"Sweden","Israel",3.33333333333333,6.33333333333333,2,NA,NA,5,3
"Sweden","Malta",2.4,5.4,1,5,0,6,0
"Sweden","Norway",5.4,5.6,0,10,0,12,5
"Sweden","Poland",0,5.4,0,0,0,0,0
