"To","From","Average","Sim.Threshold","2010","2011","2012","2013","2014"
"Azerbaijan","United Kingdom",1.4,5.4,2,5,0,0,0
"Belarus","Albania",0,7,0,NA,0,NA,NA
"Belarus","Armenia",5.66666666666667,6,5,NA,NA,2,10
"Belarus","Azerbaijan",6.4,5,6,6,7,10,3
"Belarus","Belgium",0,7,0,NA,NA,0,NA
"Belarus","Bosnia & Herzegovina",0,6.33333333333333,0,0,0,NA,NA
"Belarus","Cyprus",0,7.5,0,NA,0,NA,NA
"Belarus","Denmark",0.4,5.4,0,1,0,1,0
"Belarus","France",0,5.4,0,0,0,0,0
"Belarus","Georgia",6.33333333333333,6.33333333333333,7,12,NA,0,NA
"Belarus","Germany",1.6,5,0,8,0,0,0
"Belarus","Greece",2.4,5.2,0,0,0,6,6
"Belarus","Iceland",0.4,5,2,0,0,0,0
"Belarus","Ireland",0.25,5.5,0,0,1,0,NA
"Belarus","Israel",8,10,8,NA,NA,NA,NA
"Belarus","Moldova",5,5.75,4,7,5,4,NA
"Belarus","Norway",1.75,5.5,0,NA,0,3,4
"Belarus","Portugal",0,10,0,NA,NA,NA,NA
"Belarus","Romania",0.4,5,1,0,0,0,1
"Belarus","Russia",9.8,5.4,12,5,12,8,12
"Belarus","Serbia",0,6.66666666666667,0,0,0,NA,NA
"Belarus","Spain",0,5.2,0,0,0,0,0
"Belarus","Turkey",1.5,6.5,3,NA,0,NA,NA
"Belarus","Ukraine",10,5.2,10,10,10,12,8
"Belarus","United Kingdom",0.4,5.2,0,2,0,0,0
"Belgium","Albania",6.5,7,3,NA,10,NA,NA
"Belgium","Armenia",2.33333333333333,6.33333333333333,7,NA,NA,0,0
"Belgium","Azerbaijan",2.6,5.2,5,3,0,5,0
"Belgium","Belarus",0,6,0,NA,NA,0,0
"Belgium","Bosnia & Herzegovina",0,6.33333333333333,0,0,0,NA,NA
"Belgium","Cyprus",0,7,0,NA,0,NA,NA
"Belgium","Denmark",3.6,5.4,2,0,0,10,6
"Belgium","France",2.4,5.2,0,12,0,0,0
"Belgium","Georgia",1.33333333333333,6.66666666666667,4,0,NA,0,NA
"Belgium","Germany",3,5.2,10,5,0,0,0
"Belgium","Greece",4.8,5.4,12,8,2,2,0
"Belgium","Iceland",1.6,5.2,8,0,0,0,0
"Belgium","Ireland",2.75,5.75,0,7,4,0,NA
"Belgium","Israel",0,10,0,NA,NA,NA,NA
"Belgium","Moldova",1,5.75,0,1,0,3,NA
"Belgium","Norway",1.75,5.75,0,NA,0,7,0
"Belgium","Portugal",0,10.1000000000001,0,NA,NA,NA,NA
"Belgium","Romania",3.6,5.21000000000001,0,10,3,0,5
"Belgium","Russia",2.4,5.2,0,0,8,4,0
"Belgium","Serbia",1.66666666666667,6.33333333333333,0,0,5,NA,NA
"Belgium","Spain",1.8,5.2,1,0,6,0,2
"Belgium","Turkey",6.5,7.5,6,NA,7,NA,NA
"Belgium","Ukraine",2.4,5.4,0,0,0,8,4
"Belgium","United Kingdom",0.4,5.2,0,0,1,0,1
"Bosnia & Herzegovina","Albania",5.5,7,5,NA,6,NA,NA
"Bosnia & Herzegovina","Armenia",0,10,0,NA,NA,NA,NA
"Bosnia & Herzegovina","Azerbaijan",7.33333333333333,6.33333333333333,7,8,7,NA,NA
"Bosnia & Herzegovina","Belarus",0,10,0,NA,NA,NA,NA
"Bosnia & Herzegovina","Belgium",0,12,0,NA,NA,NA,NA
"Bosnia & Herzegovina","Cyprus",0,7.5,0,NA,0,NA,NA
"Bosnia & Herzegovina","Denmark",0,6,0,0,0,NA,NA
"Bosnia & Herzegovina","France",3,6.33333333333333,3,4,2,NA,NA
"Bosnia & Herzegovina","Georgia",2,7,4,0,NA,NA,NA
"Bosnia & Herzegovina","Germany",3.66666666666667,6.66666666666667,8,3,0,NA,NA
"Bosnia & Herzegovina","Greece",2.33333333333333,6.33333333333333,6,0,1,NA,NA
"Bosnia & Herzegovina","Iceland",0.333333333333333,6.33333333333333,0,1,0,NA,NA
"Bosnia & Herzegovina","Ireland",0.666666666666667,6,0,2,0,NA,NA
"Bosnia & Herzegovina","Israel",1,10,1,NA,NA,NA,NA
"Bosnia & Herzegovina","Moldova",0,6,0,0,0,NA,NA
"Bosnia & Herzegovina","Norway",0,7,0,NA,0,NA,NA
"Bosnia & Herzegovina","Portugal",0,10,0,NA,NA,NA,NA
"Bosnia & Herzegovina","Romania",0.666666666666667,6.33333333333333,2,0,0,NA,NA
"Bosnia & Herzegovina","Russia",1,6.33333333333333,0,0,3,NA,NA
"Bosnia & Herzegovina","Serbia",10.6666666666667,6.66666666666667,12,10,10,NA,NA
"Bosnia & Herzegovina","Spain",1.66666666666667,6,0,0,5,NA,NA
"Bosnia & Herzegovina","Turkey",7,7.5,10,NA,4,NA,NA
"Bosnia & Herzegovina","Ukraine",0,6.33333333333333,0,0,0,NA,NA
"Bosnia & Herzegovina","United Kingdom",0,6.66666666666667,0,0,0,NA,NA
"Cyprus","Albania",2,7.5,0,NA,4,NA,NA
"Cyprus","Armenia",3.5,7,7,NA,NA,0,NA
"Cyprus","Azerbaijan",8.5,5.5,10,8,8,8,NA
"Cyprus","Belarus",0,6.5,0,NA,NA,0,NA
"Cyprus","Belgium",0,7,0,NA,NA,0,NA
"Cyprus","Bosnia & Herzegovina",0,6.66666666666667,0,0,0,NA,NA
"Cyprus","Denmark",2.5,5.5,0,3,0,7,NA
"Cyprus","France",2.75,5.5,3,7,0,1,NA
"Cyprus","Georgia",1.66666666666667,6,5,0,NA,0,NA
"Cyprus","Germany",1,5.75,4,0,0,0,NA
"Cyprus","Greece",12,6,12,12,12,12,NA
"Cyprus","Iceland",0.25,5.5,0,0,1,0,NA
"Cyprus","Ireland",0.5,5.75,0,0,0,2,NA
"Cyprus","Israel",2,10,2,NA,NA,NA,NA
"Cyprus","Moldova",0,5.75,0,0,0,0,NA
"Cyprus","Norway",1.33333333333333,6.33333333333333,0,NA,0,4,NA
"Cyprus","Portugal",0,10,0,NA,NA,NA,NA
"Cyprus","Romania",2.75,5.75,8,0,3,0,NA
"Cyprus","Russia",3,5.75,0,2,5,5,NA
"Cyprus","Serbia",2.66666666666667,6,1,0,7,NA,NA
"Cyprus","Spain",1.5,5.75,0,0,6,0,NA
"Cyprus","Turkey",0,6.52500000000003,0,NA,0,NA,NA
"Cyprus","Ukraine",5.25,5.75,6,5,0,10,NA
"Cyprus","United Kingdom",1,5.5,0,4,0,0,NA
"Denmark","Albania",2.5,6.5,0,NA,5,NA,NA
"Denmark","Armenia",0.666666666666667,6.33333333333333,0,NA,NA,0,2
"Denmark","Azerbaijan",0.4,5.01000000000001,2,0,0,0,0
"Denmark","Belarus",0,6.35000000000002,0,NA,NA,0,0
"Denmark","Belgium",7.5,7,10,NA,NA,5,NA
"Denmark","Bosnia & Herzegovina",0,6.33333333333333,0,0,0,NA,NA
"Denmark","Cyprus",0.5,6.5,1,NA,0,NA,NA
"Denmark","France",1.4,5.2,7,0,0,0,0
"Denmark","Georgia",0,6,0,0,NA,0,NA
"Denmark","Germany",6,5.2,12,8,10,0,0
"Denmark","Greece",1.2,5.4,0,0,0,6,0
"Denmark","Iceland",4.2,5.41000000000001,3,6,6,1,5
"Denmark","Ireland",4,5.75,0,12,4,0,NA
"Denmark","Israel",0,10,0,NA,NA,NA,NA
"Denmark","Moldova",1.75,5.75,0,0,7,0,NA
"Denmark","Norway",5.75,5.76250000000002,5,NA,0,12,6
"Denmark","Portugal",4,10,4,NA,NA,NA,NA
"Denmark","Romania",2.6,5.4,8,4,1,0,0
"Denmark","Russia",3,5.4,0,0,8,7,0
"Denmark","Serbia",0,6.33333333333333,0,0,0,NA,NA
"Denmark","Spain",0,5.2,0,0,0,0,0
"Denmark","Turkey",4,7,6,NA,2,NA,NA
"Denmark","Ukraine",0.8,5.4,0,0,0,3,1
"Denmark","United Kingdom",2,5,0,3,0,0,7
"Estonia","Albania",0,7,0,NA,0,NA,NA
"Estonia","Armenia",1.66666666666667,6,0,NA,NA,0,5
"Estonia","Azerbaijan",1.6,5.4,0,8,0,0,0
"Estonia","Belarus",0,6,0,NA,NA,0,0
"Estonia","Belgium",2.5,7.5,3,NA,NA,2,NA
"Estonia","Bosnia & Herzegovina",0,6,0,0,0,NA,NA
"Estonia","Cyprus",0,6.5,0,NA,0,NA,NA
"Estonia","Denmark",5,5.21000000000001,5,10,2,8,0
"Estonia","France",0.2,5.4,1,0,0,0,0
"Estonia","Georgia",3.66666666666667,6,8,3,NA,0,NA
"Estonia","Germany",4.4,5.21000000000001,12,0,10,0,0
"Estonia","Greece",0,5.4,0,0,0,0,0
"Estonia","Iceland",3.2,5.2,4,0,6,6,0
"Estonia","Ireland",0.5,5.75,2,0,0,0,NA
"Estonia","Israel",0,10,0,NA,NA,NA,NA
"Estonia","Moldova",0,5.5,0,0,0,0,NA
"Estonia","Norway",3.25,5.75,7,NA,0,3,3
"Estonia","Portugal",0,12,0,NA,NA,NA,NA
"Estonia","Romania",0.2,5.6,0,1,0,0,0
"Estonia","Russia",7.2,5,10,5,8,12,1
"Estonia","Serbia",0,6.33333333333333,0,0,0,NA,NA
"Estonia","Spain",2,5,0,4,4,0,2
"Estonia","Turkey",3,7.5,6,NA,0,NA,NA
"Estonia","Ukraine",3.8,5.2,0,0,1,10,8
"Estonia","United Kingdom",1,5.2,0,0,5,0,0
"F.Y.R. Macedonia","Albania",12,7,12,NA,12,NA,NA
"F.Y.R. Macedonia","Armenia",4,5.66666666666667,4,NA,NA,0,8
"F.Y.R. Macedonia","Azerbaijan",1,5.2,3,0,2,0,0
"F.Y.R. Macedonia","Belarus",1.66666666666667,6.33333333333333,0,NA,NA,5,0
"F.Y.R. Macedonia","Belgium",0,7,0,NA,NA,0,NA
"F.Y.R. Macedonia","Bosnia & Herzegovina",8.33333333333333,6.33333333333333,6,12,7,NA,NA
"F.Y.R. Macedonia","Cyprus",0,7,0,NA,0,NA,NA
"F.Y.R. Macedonia","Denmark",2.8,5.41000000000001,2,0,0,12,0
"F.Y.R. Macedonia","France",0.4,5,1,0,0,1,0
"F.Y.R. Macedonia","Georgia",1.66666666666667,6.66666666666667,5,0,NA,0,NA
"F.Y.R. Macedonia","Germany",1.6,5.2,8,0,0,0,0
"F.Y.R. Macedonia","Greece",1.4,5,0,3,0,4,0
"F.Y.R. Macedonia","Iceland",0,5.6,0,0,0,0,0
"F.Y.R. Macedonia","Ireland",0,5.5,0,0,0,0,NA
"F.Y.R. Macedonia","Israel",0,12,0,NA,NA,NA,NA
"F.Y.R. Macedonia","Moldova",1.75,5.75,0,0,0,7,NA
"F.Y.R. Macedonia","Norway",2,5.5,0,NA,0,8,0
"F.Y.R. Macedonia","Portugal",0,10,0,NA,NA,NA,NA
"F.Y.R. Macedonia","Romania",0.8,5.4,0,0,0,0,4
"F.Y.R. Macedonia","Russia",3.2,5.6,0,0,4,6,6
"F.Y.R. Macedonia","Serbia",8.33333333333333,6,7,8,10,NA,NA
"F.Y.R. Macedonia","Spain",0.8,5.2,0,4,0,0,0
"F.Y.R. Macedonia","Turkey",9,7,10,NA,8,NA,NA
"F.Y.R. Macedonia","Ukraine",2,5.4,0,7,3,0,0
"F.Y.R. Macedonia","United Kingdom",1,5.4,0,5,0,0,0
"Finland","Albania",3,7,0,NA,6,NA,NA
"Finland","Armenia",1.33333333333333,6.33333333333333,0,NA,NA,0,4
"Finland","Azerbaijan",1,5.2,0,5,0,0,0
"Finland","Belarus",0,6,0,NA,NA,0,0
"Finland","Belgium",4.5,7.02500000000003,6,NA,NA,3,NA
"Finland","Bosnia & Herzegovina",0,6,0,0,0,NA,NA
"Finland","Cyprus",0,6.5,0,NA,0,NA,NA
"Finland","Denmark",4,5.2,2,0,5,7,6
"Finland","France",2.6,5.21000000000001,8,4,0,0,1
"Finland","Georgia",0,6.01666666666669,0,0,NA,0,NA
"Finland","Germany",2.6,5.4,12,0,1,0,0
"Finland","Greece",1.6,5.2,7,0,0,1,0
"Finland","Iceland",5,5.2,5,8,7,5,0
"Finland","Ireland",3.75,5.5,1,10,4,0,NA
"Finland","Israel",10,10,10,NA,NA,NA,NA
"Finland","Moldova",0,6,0,0,0,0,NA
"Finland","Norway",4.75,5.5,0,NA,0,12,7
"Finland","Portugal",0,10,0,NA,NA,NA,NA
"Finland","Romania",0,5.2,0,0,0,0,0
"Finland","Russia",2,5,0,0,8,2,0
"Finland","Serbia",1.33333333333333,6.33333333333333,0,2,2,NA,NA
"Finland","Spain",1.4,5,4,0,3,0,0
"Finland","Turkey",1.5,7,3,NA,0,NA,NA
"Finland","Ukraine",0.4,5.4,0,0,0,0,2
"Finland","United Kingdom",0,5.4,0,0,0,0,0
"France","Albania",0,7.5,0,NA,0,NA,NA
"France","Armenia",8.33333333333333,6,6,NA,NA,7,12
"France","Azerbaijan",2.8,5.2,0,6,0,8,0
"France","Belarus",0,6.33333333333333,0,NA,NA,0,0
"France","Belgium",6,7,7,NA,NA,5,NA
"France","Bosnia & Herzegovina",3.33333333333333,6.33333333333333,5,5,0,NA,NA
"France","Cyprus",0,7.5,0,NA,0,NA,NA
"France","Denmark",4.4,5.21000000000001,0,7,0,12,3
"France","Georgia",0,6.33333333333333,0,0,NA,0,NA
"France","Germany",2.6,5.4,3,3,7,0,0
"France","Greece",0.8,5.2,4,0,0,0,0
"France","Iceland",1.4,5,0,0,0,0,7
"France","Ireland",0,5.5,0,0,0,0,NA
"France","Israel",1,10,1,NA,NA,NA,NA
"France","Moldova",2,5.25,0,4,0,4,NA
"France","Norway",0.5,5.75,0,NA,0,0,2
"France","Portugal",8,10,8,NA,NA,NA,NA
"France","Romania",0.6,5.2,0,0,2,1,0
"France","Russia",2,5.4,0,0,4,6,0
"France","Serbia",6,6.33333333333333,10,0,8,NA,NA
"France","Spain",4.8,5.4,0,12,6,0,6
"France","Turkey",8.5,7.5,12,NA,5,NA,NA
"France","Ukraine",0.4,5.2,2,0,0,0,0
"France","United Kingdom",0.2,5.4,0,1,0,0,0
"Georgia","Albania",1.5,7,0,NA,3,NA,NA
"Georgia","Armenia",10.6666666666667,6,10,NA,NA,10,12
"Georgia","Azerbaijan",9,5.2,8,8,10,12,7
"Georgia","Belarus",5.66666666666667,6.33333333333333,12,NA,NA,5,0
"Georgia","Belgium",0,7,0,NA,NA,0,NA
"Georgia","Bosnia & Herzegovina",0,6.01666666666669,0,0,0,NA,NA
"Georgia","Cyprus",0,7.5,0,NA,0,NA,NA
"Georgia","Denmark",1.4,5.2,0,0,0,7,0
"Georgia","France",0.4,5.4,0,2,0,0,0
"Georgia","Germany",1.4,5.2,0,0,2,0,5
"Georgia","Greece",2.2,5.4,0,6,1,0,4
"Georgia","Iceland",0,5.2,0,0,0,0,0
"Georgia","Ireland",0,5.5,0,0,0,0,NA
"Georgia","Israel",4,10,4,NA,NA,NA,NA
"Georgia","Moldova",1.5,6,1,5,0,0,NA
"Georgia","Norway",2.5,5.5,6,NA,0,4,0
"Georgia","Portugal",0,10,0,NA,NA,NA,NA
"Georgia","Romania",0,5.2,0,0,0,0,0
"Georgia","Russia",4.6,5,0,4,5,6,8
"Georgia","Serbia",0,6.33333333333333,0,0,0,NA,NA
"Georgia","Spain",0.4,5.2,2,0,0,0,0
"Georgia","Turkey",6,7,5,NA,7,NA,NA
"Georgia","Ukraine",7.4,5.4,7,10,6,8,6
"Georgia","United Kingdom",1.2,5,3,0,0,0,3
"Germany","Albania",3.5,6.5,1,NA,6,NA,NA
"Germany","Armenia",4.33333333333333,6.33333333333333,7,NA,NA,0,6
"Germany","Azerbaijan",0.8,5.41000000000001,0,0,0,4,0
"Germany","Belarus",0,6,0,NA,NA,0,0
"Germany","Belgium",6,7.5,12,NA,NA,0,NA
"Germany","Bosnia & Herzegovina",2.33333333333333,6.33333333333333,0,7,0,NA,NA
"Germany","Cyprus",0,7,0,NA,0,NA,NA
"Germany","Denmark",5.8,5.2,0,6,5,10,8
"Germany","France",0.6,5.4,3,0,0,0,0
"Germany","Georgia",0,6.33333333333333,0,0,NA,0,NA
"Germany","Greece",5,5.4,8,10,1,6,0
"Germany","Iceland",3.4,5.4,4,0,3,8,2
"Germany","Ireland",2.5,5.75,2,8,0,0,NA
"Germany","Israel",0,10,0,NA,NA,NA,NA
"Germany","Moldova",1,5.75,0,4,0,0,NA
"Germany","Norway",3,5.75,0,NA,0,7,5
"Germany","Portugal",6,10,6,NA,NA,NA,NA
"Germany","Romania",0,5.4,0,0,0,0,0
"Germany","Russia",2.8,5.21000000000001,0,5,7,2,0
"Germany","Serbia",5,6.33333333333333,5,0,10,NA,NA
"Germany","Spain",0.2,5.2,0,0,0,0,1
"Germany","Turkey",9,7.5,10,NA,8,NA,NA
"Germany","Ukraine",0,5.4,0,0,0,0,0
"Germany","United Kingdom",0,5.2,0,0,0,0,0
"Greece","Albania",10,7.52500000000003,10,NA,10,NA,NA
"Greece","Armenia",4.66666666666667,6.33333333333333,7,NA,NA,0,7
"Greece","Azerbaijan",4.6,5.2,1,5,5,12,0
"Greece","Belarus",0.333333333333333,6,0,NA,NA,1,0
"Greece","Belgium",3,6.5,6,NA,NA,0,NA
"Greece","Bosnia & Herzegovina",1,6,0,3,0,NA,NA
"Greece","Cyprus",12,6.5,12,NA,12,NA,NA
"Greece","Denmark",1.4,5.01000000000001,0,0,0,7,0
"Greece","France",4,5.01000000000001,8,12,0,0,0
"Greece","Georgia",6,6,5,8,NA,5,NA
"Greece","Germany",1.2,5.2,2,4,0,0,0
"Greece","Iceland",0.6,5.01000000000001,3,0,0,0,0
"Greece","Ireland",0,5.5,0,0,0,0,NA
"Greece","Israel",0,10,0,NA,NA,NA,NA
"Greece","Moldova",0.5,5.76250000000002,0,0,2,0,NA
"Greece","Norway",1.75,5.51250000000002,0,NA,0,4,3
"Greece","Portugal",0,12,0,NA,NA,NA,NA
"Greece","Romania",4.2,5.2,4,0,7,10,0
"Greece","Russia",3,5.4,0,1,4,0,10
"Greece","Serbia",2.66666666666667,6,0,0,8,NA,NA
"Greece","Spain",0,5.4,0,0,0,0,0
"Greece","Turkey",0,7,0,NA,0,NA,NA
"Greece","Ukraine",4.2,5.01000000000001,0,7,1,8,5
"Greece","United Kingdom",0.4,5.4,0,2,0,0,0
"Iceland","Albania",3.5,7.5,7,NA,0,NA,NA
"Iceland","Armenia",0.666666666666667,6.33333333333333,0,NA,NA,0,2
"Iceland","Azerbaijan",3.8,5.4,4,8,0,7,0
"Iceland","Belarus",0,6.33333333333333,0,NA,NA,0,0
"Iceland","Belgium",5,7,10,NA,NA,0,NA
"Iceland","Bosnia & Herzegovina",0,6,0,0,0,NA,NA
"Iceland","Cyprus",4,7,0,NA,8,NA,NA
"Iceland","Denmark",9.8,5.4,12,12,5,12,8
"Iceland","France",2.8,5.2,6,0,6,2,0
"Iceland","Georgia",0.666666666666667,6,2,0,NA,0,NA
"Iceland","Germany",1.8,5.2,3,6,0,0,0
"Iceland","Greece",1.6,5.6,8,0,0,0,0
"Iceland","Ireland",2,5.5,0,4,4,0,NA
"Iceland","Israel",0,12,0,NA,NA,NA,NA
"Iceland","Moldova",0,5.5,0,0,0,0,NA
"Iceland","Norway",3,5.51250000000002,0,NA,1,10,1
"Iceland","Portugal",1,10,1,NA,NA,NA,NA
"Iceland","Romania",2.2,5.2,5,0,0,6,0
"Iceland","Russia",1.8,5.2,0,1,7,1,0
"Iceland","Serbia",1,5.68333333333336,0,0,3,NA,NA
"Iceland","Spain",0.4,5,0,0,2,0,0
"Iceland","Turkey",0,7,0,NA,0,NA,NA
"Iceland","Ukraine",0.6,5.4,0,0,0,3,0
"Iceland","United Kingdom",1.2,5.2,0,2,0,0,4
"Ireland","Albania",0,7,0,NA,0,NA,NA
"Ireland","Armenia",0,6.33333333333333,0,NA,NA,0,0
"Ireland","Azerbaijan",1.2,5.4,3,0,1,2,0
"Ireland","Belarus",0,6.33333333333333,0,NA,NA,0,0
"Ireland","Belgium",7,7.5,10,NA,NA,4,NA
"Ireland","Bosnia & Herzegovina",0,6,0,0,0,NA,NA
"Ireland","Cyprus",0,7,0,NA,0,NA,NA
"Ireland","Denmark",7.2,5.21000000000001,12,12,0,12,0
"Ireland","France",1.2,5.4,6,0,0,0,0
"Ireland","Georgia",1.66666666666667,6.33333333333333,5,0,NA,0,NA
"Ireland","Germany",3.6,5.4,8,0,10,0,0
"Ireland","Greece",0,5.6,0,0,0,0,0
"Ireland","Iceland",0,5.2,0,0,0,0,0
"Ireland","Israel",0,10,0,NA,NA,NA,NA
"Ireland","Moldova",2.75,5.5,0,8,0,3,NA
"Ireland","Norway",2.25,5.75,2,NA,0,0,7
"Ireland","Portugal",0,10,0,NA,NA,NA,NA
"Ireland","Romania",3,5.4,7,1,5,0,2
"Ireland","Russia",3.2,5.2,0,0,6,10,0
"Ireland","Serbia",0,6.35000000000002,0,0,0,NA,NA
"Ireland","Spain",1.2,5.4,0,0,0,0,6
"Ireland","Turkey",0.5,7.02500000000003,1,NA,0,NA,NA
"Ireland","Ukraine",2.2,5.4,0,0,3,8,0
"Ireland","United Kingdom",5.8,5.21000000000001,4,6,4,7,8
"Israel","Albania",0,7,0,NA,0,NA,NA
"Israel","Armenia",6,6,12,NA,NA,0,6
"Israel","Azerbaijan",6.2,5.2,7,4,8,12,0
"Israel","Belarus",1.33333333333333,6,0,NA,NA,3,1
"Israel","Belgium",0,7.5,0,NA,NA,0,NA
"Israel","Bosnia & Herzegovina",0,6.33333333333333,0,0,0,NA,NA
"Israel","Cyprus",1.5,7,0,NA,3,NA,NA
"Israel","Denmark",4.4,5.2,4,10,0,8,0
"Israel","France",0.6,5,3,0,0,0,0
"Israel","Georgia",2.33333333333333,6.33333333333333,5,2,NA,0,NA
"Israel","Germany",1,5.4,0,0,0,5,0
"Israel","Greece",1.2,4.8,0,0,2,2,2
"Israel","Iceland",0,5.4,0,0,0,0,0
"Israel","Ireland",1.5,5.75,6,0,0,0,NA
"Israel","Moldova",1.5,5.75,0,0,5,1,NA
"Israel","Norway",1.5,5.75,0,NA,0,6,0
"Israel","Portugal",0,12,0,NA,NA,NA,NA
"Israel","Romania",5.6,5.2,8,6,6,0,8
"Israel","Russia",7,5.4,10,8,7,7,3
"Israel","Serbia",0,6,0,0,0,NA,NA
"Israel","Spain",3,5.4,1,0,10,0,4
"Israel","Turkey",0.5,7,0,NA,1,NA,NA
"Israel","Ukraine",4.8,5.2,2,7,0,10,5
"Israel","United Kingdom",0.2,5.2,0,1,0,0,0
"Lithuania","Albania",0,7,0,NA,0,NA,NA
"Lithuania","Armenia",0,6.35000000000002,0,NA,NA,0,0
"Lithuania","Azerbaijan",6.4,5.2,0,8,12,12,0
"Lithuania","Belarus",1.33333333333333,6,0,NA,NA,1,3
"Lithuania","Belgium",3.5,7,7,NA,NA,0,NA
"Lithuania","Bosnia & Herzegovina",0,6.33333333333333,0,0,0,NA,NA
"Lithuania","Cyprus",0.5,7.5,1,NA,0,NA,NA
"Lithuania","Denmark",1.2,5.4,3,0,0,2,1
"Lithuania","France",0,5.2,0,0,0,0,0
"Lithuania","Georgia",10.6666666666667,6,12,12,NA,8,NA
"Lithuania","Germany",3,5,10,2,3,0,0
"Lithuania","Greece",0,5.2,0,0,0,0,0
"Lithuania","Iceland",0,5,0,0,0,0,0
"Lithuania","Ireland",0,5.5,0,0,0,0,NA
"Lithuania","Israel",0,10,0,NA,NA,NA,NA
