"To","From","Average","Sim.Threshold","2005","2006","2007","2008","2009"
"Estonia","Serbia & Montenegro",0,10,0,NA,NA,NA,NA
"Estonia","Spain",0,5.4,0,0,0,0,0
"Estonia","Sweden",3,5.4,0,7,0,2,6
"Estonia","Switzerland",6,7.5,12,0,NA,NA,NA
"Estonia","Turkey",0,5.4,0,0,0,0,0
"Estonia","Ukraine",3.4,5.21000000000001,0,5,8,4,0
"Estonia","United Kingdom",0.4,5.6,0,2,0,0,0
"F.Y.R. Macedonia","Albania",10.3333333333333,6,12,NA,NA,12,7
"F.Y.R. Macedonia","Bosnia & Herzegovina",6.8,5.4,3,12,4,5,10
"F.Y.R. Macedonia","Croatia",6,5.75,8,10,NA,2,4
"F.Y.R. Macedonia","Cyprus",0,10,0,NA,NA,NA,NA
"F.Y.R. Macedonia","Denmark",0,5.5,0,0,NA,0,0
"F.Y.R. Macedonia","France",0,5.6,0,0,0,0,0
"F.Y.R. Macedonia","Germany",0,5.6,0,0,0,0,0
"F.Y.R. Macedonia","Greece",4,5.6,7,7,3,3,0
"F.Y.R. Macedonia","Hungary",0.5,7.5,1,NA,0,NA,NA
"F.Y.R. Macedonia","Israel",0,6,0,0,NA,0,0
"F.Y.R. Macedonia","Latvia",0,5.75,0,0,0,0,NA
"F.Y.R. Macedonia","Malta",0,6.33333333333333,0,0,NA,NA,0
"F.Y.R. Macedonia","Moldova",1.5,5.5,5,0,1,NA,0
"F.Y.R. Macedonia","Norway",2,5.75,0,0,NA,0,8
"F.Y.R. Macedonia","Romania",1.8,5.4,2,2,0,0,5
"F.Y.R. Macedonia","Russia",3.8,5.4,0,8,5,6,0
"F.Y.R. Macedonia","Serbia & Montenegro",10,10,10,NA,NA,NA,NA
"F.Y.R. Macedonia","Spain",0,5.6,0,0,0,0,0
"F.Y.R. Macedonia","Sweden",1.4,5.4,6,1,0,0,0
"F.Y.R. Macedonia","Switzerland",0,7.5,0,0,NA,NA,NA
"F.Y.R. Macedonia","Turkey",7.4,5.4,4,4,10,7,12
"F.Y.R. Macedonia","Ukraine",2.2,5.2,0,5,2,4,0
"F.Y.R. Macedonia","United Kingdom",1.2,5.4,0,0,0,0,6
"Finland","Albania",0,6,0,NA,NA,0,0
"Finland","Bosnia & Herzegovina",4.4,5.4,0,10,0,6,6
"Finland","Croatia",0.25,5.5,1,0,NA,0,0
"Finland","Cyprus",0,10,0,NA,NA,NA,NA
"Finland","Denmark",1.25,6,2,3,NA,0,0
"Finland","F.Y.R. Macedonia",0,6.66666666666667,0,0,0,NA,NA
"Finland","France",1.2,5.41000000000001,0,0,0,2,4
"Finland","Germany",0.2,5.6,0,0,1,0,0
"Finland","Greece",0.8,5.4,3,1,0,0,0
"Finland","Hungary",5,7.5,0,NA,10,NA,NA
"Finland","Israel",3.25,5.75,5,0,NA,8,0
"Finland","Latvia",1,5.76250000000002,4,0,0,0,NA
"Finland","Malta",3.66666666666667,6.33333333333333,8,0,NA,NA,3
"Finland","Moldova",0.5,5.75,0,0,2,NA,0
"Finland","Norway",9.25,5.75,12,5,NA,12,8
"Finland","Romania",1.2,5.4,0,6,0,0,0
"Finland","Russia",6.4,5.4,7,12,3,10,0
"Finland","Serbia & Montenegro",0,10,0,NA,NA,NA,NA
"Finland","Spain",0.2,5.2,0,0,0,1,0
"Finland","Sweden",6.6,5.21000000000001,6,7,8,5,7
"Finland","Switzerland",5,7.5,10,0,NA,NA,NA
"Finland","Turkey",2.6,5.21000000000001,0,0,4,4,5
"Finland","Ukraine",2.2,5.4,0,2,6,3,0
"Finland","United Kingdom",0,5.41000000000001,0,0,0,0,0
"France","Albania",0.333333333333333,6.33333333333333,1,NA,NA,0,0
"France","Bosnia & Herzegovina",1.8,5.4,0,6,1,2,0
"France","Croatia",0,5.75,0,0,NA,0,0
"France","Cyprus",0,10,0,NA,NA,NA,NA
"France","Denmark",1.25,6,0,0,NA,0,5
"France","F.Y.R. Macedonia",0,6.33333333333333,0,0,0,NA,NA
"France","Germany",0.6,5.4,0,0,0,0,3
"France","Greece",3.8,5.4,8,5,3,3,0
"France","Hungary",1.5,7,3,NA,0,NA,NA
"France","Israel",7.5,5.5,10,4,NA,6,10
"France","Latvia",0,5.75,0,0,0,0,NA
"France","Malta",2.33333333333333,6.33333333333333,7,0,NA,NA,0
"France","Moldova",0.5,5.75,2,0,0,NA,0
"France","Norway",2,6,0,0,NA,0,8
"France","Romania",4.6,5.2,5,7,7,4,0
"France","Russia",1,5.2,0,2,2,1,0
"France","Serbia & Montenegro",6,12,6,NA,NA,NA,NA
"France","Spain",3,5.4,4,0,6,5,0
"France","Sweden",1,5.6,0,3,0,0,2
"France","Switzerland",0,7.5,0,0,NA,NA,NA
"France","Turkey",11.6,5.6,12,12,12,10,12
"France","Ukraine",0.8,5.4,0,0,4,0,0
"France","United Kingdom",0.8,5.4,0,0,0,0,4
"Germany","Albania",0,6.01666666666669,0,NA,NA,0,0
"Germany","Bosnia & Herzegovina",3.4,5.4,0,7,3,5,2
"Germany","Croatia",1.5,5.5,2,2,NA,2,0
"Germany","Cyprus",0,10,0,NA,NA,NA,NA
"Germany","Denmark",1.5,5.75,6,0,NA,0,0
"Germany","F.Y.R. Macedonia",0,6.33333333333333,0,0,0,NA,NA
"Germany","France",0.6,5.4,0,0,0,0,3
"Germany","Greece",9.6,5.6,12,8,10,12,6
"Germany","Hungary",3.5,7.5,0,NA,7,NA,NA
"Germany","Israel",2,6,5,0,NA,3,0
"Germany","Latvia",1.75,5.75,7,0,0,0,NA
"Germany","Malta",4,6.33333333333333,8,0,NA,NA,4
"Germany","Moldova",0.25,6,1,0,0,NA,0
"Germany","Norway",3,6,0,0,NA,0,12
"Germany","Romania",1,5.6,0,5,0,0,0
"Germany","Russia",4.8,5.2,0,6,6,7,5
"Germany","Serbia & Montenegro",3,10,3,NA,NA,NA,NA
"Germany","Spain",0,5.4,0,0,0,0,0
"Germany","Sweden",0,5.4,0,0,0,0,0
"Germany","Switzerland",2,7.5,4,0,NA,NA,NA
"Germany","Turkey",10.8,5.4,10,12,12,10,10
"Germany","Ukraine",1,5.6,0,0,5,0,0
"Germany","United Kingdom",1.6,5.41000000000001,0,0,0,0,8
"Greece","Albania",9,6,10,NA,NA,10,7
"Greece","Bosnia & Herzegovina",1.2,5.41000000000001,0,6,0,0,0
"Greece","Croatia",0.5,5.75,0,0,NA,0,2
"Greece","Cyprus",12,10,12,NA,NA,NA,NA
"Greece","Denmark",0,6,0,0,NA,0,0
"Greece","F.Y.R. Macedonia",0,6.33333333333333,0,0,0,NA,NA
"Greece","France",1.2,5.4,0,0,0,0,6
"Greece","Germany",0,5.61000000000001,0,0,0,0,0
"Greece","Hungary",1,7,2,NA,0,NA,NA
"Greece","Israel",0.25,5.75,0,0,NA,1,0
"Greece","Latvia",0.25,6,1,0,0,0,NA
"Greece","Malta",2.66666666666667,6.33333333333333,8,0,NA,NA,0
"Greece","Moldova",4.5,5.76250000000002,7,1,10,NA,0
"Greece","Norway",4.5,5.51250000000002,4,2,NA,2,10
"Greece","Romania",2.8,5.6,5,7,2,0,0
"Greece","Russia",4.6,5.4,0,8,8,7,0
"Greece","Serbia & Montenegro",6,10,6,NA,NA,NA,NA
"Greece","Spain",2,5.6,0,0,1,8,1
"Greece","Sweden",0,5.4,0,0,0,0,0
"Greece","Switzerland",1.5,7.5,3,0,NA,NA,NA
"Greece","Turkey",1.2,5,0,3,0,0,3
"Greece","Ukraine",3.6,5.4,0,5,7,6,0
"Greece","United Kingdom",2.4,5.4,0,0,0,0,12
"Hungary","Albania",0.666666666666667,6.33333333333333,0,NA,NA,0,2
"Hungary","Bosnia & Herzegovina",0,5.76250000000002,0,NA,0,0,0
"Hungary","Croatia",2.33333333333333,6.33333333333333,7,NA,NA,0,0
"Hungary","Cyprus",0,10,0,NA,NA,NA,NA
"Hungary","Denmark",3.66666666666667,6.33333333333333,6,NA,NA,2,3
"Hungary","F.Y.R. Macedonia",0,7.5,0,NA,0,NA,NA
"Hungary","France",0,5.75,0,NA,0,0,0
"Hungary","Germany",0,5.51250000000002,0,NA,0,0,0
"Hungary","Greece",7.75,6,12,NA,7,8,4
"Hungary","Israel",3.66666666666667,6,8,NA,NA,3,0
"Hungary","Latvia",0.333333333333333,6.33333333333333,1,NA,0,0,NA
"Hungary","Malta",2.5,7,5,NA,NA,NA,0
"Hungary","Moldova",3,6.35000000000002,4,NA,5,NA,0
"Hungary","Norway",5.33333333333333,6.33333333333333,0,NA,NA,4,12
"Hungary","Romania",4.5,5.75,10,NA,8,0,0
"Hungary","Russia",4,5.75,0,NA,6,10,0
"Hungary","Serbia & Montenegro",2,10,2,NA,NA,NA,NA
"Hungary","Spain",0,5.75,0,NA,0,0,0
"Hungary","Sweden",0.25,5.75,0,NA,0,1,0
"Hungary","Switzerland",3,10,3,NA,NA,NA,NA
"Hungary","Turkey",2.75,5.75,0,NA,1,5,5
"Hungary","Ukraine",4.25,6,0,NA,3,6,8
"Hungary","United Kingdom",0.25,6,0,NA,0,0,1
"Iceland","Albania",0,6.33333333333333,0,NA,NA,0,0
"Iceland","Bosnia & Herzegovina",1,5.4,0,3,0,0,2
"Iceland","Croatia",0.5,5.51250000000002,1,0,NA,0,1
"Iceland","Cyprus",0,12,0,NA,NA,NA,NA
"Iceland","Denmark",8.5,5.75,10,8,NA,12,4
"Iceland","F.Y.R. Macedonia",0,6,0,0,0,NA,NA
"Iceland","France",2.8,5.2,0,0,0,8,6
"Iceland","Germany",0.4,5.4,0,0,2,0,0
"Iceland","Greece",1.4,5.4,2,0,5,0,0
"Iceland","Hungary",7,7.02500000000003,6,NA,8,NA,NA
"Iceland","Israel",0,5.5,0,0,NA,0,0
"Iceland","Latvia",1.75,5.75,3,0,0,4,NA
"Iceland","Malta",1.33333333333333,6.33333333333333,4,0,NA,NA,0
"Iceland","Moldova",2,5.5,8,0,0,NA,0
"Iceland","Norway",9.5,5.75,12,4,NA,10,12
"Iceland","Romania",1.4,5.4,5,2,0,0,0
"Iceland","Russia",1.2,5.4,0,5,1,0,0
"Iceland","Serbia & Montenegro",0,12,0,NA,NA,NA,NA
"Iceland","Spain",0,5.2,0,0,0,0,0
"Iceland","Sweden",4.6,5.4,0,7,10,3,3
"Iceland","Switzerland",3.5,7.5,7,0,NA,NA,NA
"Iceland","Turkey",0.6,5.2,0,0,3,0,0
"Iceland","Ukraine",3.4,5.21000000000001,0,6,6,5,0
"Iceland","United Kingdom",0,5.41000000000001,0,0,0,0,0
"Ireland","Albania",0,6.35000000000002,0,NA,NA,0,0
"Ireland","Bosnia & Herzegovina",1,5.6,1,2,0,2,0
"Ireland","Croatia",0,6,0,0,NA,0,0
"Ireland","Cyprus",0,10,0,NA,NA,NA,NA
"Ireland","Denmark",3,5.75,7,0,NA,1,4
"Ireland","F.Y.R. Macedonia",0,6.33333333333333,0,0,0,NA,NA
"Ireland","France",0.6,5.2,0,0,0,0,3
"Ireland","Germany",0.8,5.4,0,3,0,0,1
"Ireland","Greece",1.2,5.4,2,0,0,4,0
"Ireland","Hungary",2.5,7,0,NA,5,NA,NA
"Ireland","Israel",1.5,5.75,6,0,NA,0,0
"Ireland","Latvia",9.5,5.75,12,4,10,12,NA
"Ireland","Malta",5,6,10,0,NA,NA,5
"Ireland","Moldova",0.5,5.51250000000002,0,0,2,NA,0
"Ireland","Norway",4.75,5.75,4,0,NA,7,8
"Ireland","Romania",3.8,5.4,5,6,3,3,2
"Ireland","Russia",3.2,5.4,0,5,6,5,0
"Ireland","Serbia & Montenegro",0,10,0,NA,NA,NA,NA
"Ireland","Spain",0,5.41000000000001,0,0,0,0,0
"Ireland","Sweden",1.4,5.2,0,7,0,0,0
"Ireland","Switzerland",1.5,7.5,3,0,NA,NA,NA
"Ireland","Turkey",0,5.2,0,0,0,0,0
"Ireland","Ukraine",3,5.8,0,1,8,6,0
"Ireland","United Kingdom",8.2,5.2,8,8,7,8,10
"Israel","Albania",0,6.33333333333333,0,NA,NA,0,0
"Israel","Bosnia & Herzegovina",0.4,5.41000000000001,0,2,0,0,0
"Israel","Croatia",0,5.75,0,0,NA,0,0
"Israel","Cyprus",0,12,0,NA,NA,NA,NA
"Israel","Denmark",0.75,6,3,0,NA,0,0
"Israel","F.Y.R. Macedonia",0,6.33333333333333,0,0,0,NA,NA
"Israel","France",2,5.6,5,0,0,0,5
"Israel","Germany",0,5.21000000000001,0,0,0,0,0
"Israel","Greece",2.6,5.2,7,0,1,5,0
"Israel","Hungary",4,7,8,NA,0,NA,NA
"Israel","Latvia",1.5,5.5,6,0,0,0,NA
"Israel","Malta",3.33333333333333,6.33333333333333,10,0,NA,NA,0
"Israel","Moldova",2.25,5.51250000000002,4,0,4,NA,1
"Israel","Norway",5,5.75,1,0,NA,7,12
"Israel","Romania",7,5.4,12,10,7,6,0
"Israel","Russia",7.8,5.2,0,12,8,12,7
"Israel","Serbia & Montenegro",0,10,0,NA,NA,NA,NA
"Israel","Spain",0.4,5.8,0,0,2,0,0
"Israel","Sweden",1.2,5.2,0,5,0,1,0
"Israel","Switzerland",3,7.02500000000003,2,4,NA,NA,NA
"Israel","Turkey",0.8,5.6,0,1,0,0,3
"Israel","Ukraine",5.6,5.6,0,6,10,10,2
"Israel","United Kingdom",0.8,5.6,0,0,0,0,4
"Latvia","Albania",0,6.33333333333333,0,NA,NA,0,0
"Latvia","Bosnia & Herzegovina",0,5.4,0,0,0,0,0
"Latvia","Croatia",3,5.51250000000002,7,0,NA,5,0
"Latvia","Cyprus",0,12,0,NA,NA,NA,NA
"Latvia","Denmark",3.5,5.5,4,0,NA,7,3
"Latvia","F.Y.R. Macedonia",0,6.33333333333333,0,0,0,NA,NA
"Latvia","France",1.6,5.6,0,0,0,3,5
"Latvia","Germany",0.6,5.4,0,3,0,0,0
"Latvia","Greece",0,5.4,0,0,0,0,0
"Latvia","Hungary",4,7.5,3,NA,5,NA,NA
"Latvia","Israel",0.5,5.75,2,0,NA,0,0
"Latvia","Malta",2,6.33333333333333,5,0,NA,NA,1
"Latvia","Moldova",2,6,8,0,0,NA,0
"Latvia","Norway",7.5,6,6,6,NA,6,12
"Latvia","Romania",0.6,5.4,0,2,1,0,0
"Latvia","Russia",9.4,5.4,10,12,7,12,6
"Latvia","Serbia & Montenegro",1,10,1,NA,NA,NA,NA
"Latvia","Spain",0,5.4,0,0,0,0,0
"Latvia","Sweden",1.4,5.6,0,7,0,0,0
"Latvia","Switzerland",6,7,12,0,NA,NA,NA
"Latvia","Turkey",0,5,0,0,0,0,0
"Latvia","Ukraine",5.4,5.2,0,5,12,10,0
"Latvia","United Kingdom",0.6,5.6,0,1,0,0,2
"Lithuania","Albania",0,6.33333333333333,0,NA,NA,0,0
"Lithuania","Bosnia & Herzegovina",0.8,5.4,0,4,0,0,0
"Lithuania","Croatia",1.5,6,6,0,NA,0,0
"Lithuania","Cyprus",0,10,0,NA,NA,NA,NA
"Lithuania","Denmark",2,5.5,4,0,NA,2,2
"Lithuania","F.Y.R. Macedonia",0,6.66666666666667,0,0,0,NA,NA
"Lithuania","France",3.4,5.2,0,0,3,8,6
"Lithuania","Germany",0,5.2,0,0,0,0,0
"Lithuania","Greece",0.8,5.41000000000001,1,3,0,0,0
"Lithuania","Hungary",2,7.5,0,NA,4,NA,NA
"Lithuania","Israel",1.5,5.5,3,0,NA,3,0
"Lithuania","Latvia",10,5.75,12,8,10,10,NA
"Lithuania","Malta",1,6.33333333333333,2,0,NA,NA,1
"Lithuania","Moldova",3,5.75,10,0,2,NA,0
"Lithuania","Norway",5.25,5.75,5,0,NA,4,12
"Lithuania","Romania",0.2,5.2,0,1,0,0,0
"Lithuania","Russia",8.8,5.4,7,12,6,12,7
"Lithuania","Serbia & Montenegro",0,10,0,NA,NA,NA,NA
"Lithuania","Spain",0,5.6,0,0,0,0,0
"Lithuania","Sweden",1.2,5.4,0,5,0,1,0
"Lithuania","Switzerland",4,7.5,8,0,NA,NA,NA
"Lithuania","Turkey",0,5.41000000000001,0,0,0,0,0
"Lithuania","Ukraine",5,5.4,0,7,8,6,4
"Lithuania","United Kingdom",0.6,5.4,0,0,0,0,3
"Malta","Albania",0,6.33333333333333,0,NA,NA,0,0
"Malta","Bosnia & Herzegovina",0,5.41000000000001,0,0,0,0,0
"Malta","Croatia",0,5.5,0,0,NA,0,0
"Malta","Cyprus",12,10,12,NA,NA,NA,NA
"Malta","Denmark",3.25,5.75,3,0,NA,4,6
