"To","From","Average","Sim.Threshold","2000","2001","2002","2003","2004"
"Denmark","Germany",1.5,6,2,4,0,NA,0
"Denmark","Iceland",5.33333333333333,6.33333333333333,12,2,NA,NA,2
"Denmark","Ireland",1.66666666666667,6.66666666666667,5,0,NA,NA,0
"Denmark","Israel",0.333333333333333,6.33333333333333,0,0,1,NA,NA
"Denmark","Latvia",5,6.66666666666667,8,0,7,NA,NA
"Denmark","Malta",7,5.75,3,12,12,NA,1
"Denmark","Norway",2.33333333333333,6.33333333333333,7,0,NA,NA,0
"Denmark","Romania",0,6.33333333333333,0,NA,0,NA,0
"Denmark","Russia",1.5,5.75,6,0,0,NA,0
"Denmark","Spain",0,5.75,0,0,0,NA,0
"Denmark","Sweden",10.5,6,10,10,10,NA,12
"Denmark","Switzerland",0,7.5,0,NA,0,NA,NA
"Denmark","The Netherlands",0,6.66666666666667,0,0,NA,NA,0
"Denmark","Turkey",3.5,5.75,1,3,0,NA,10
"Denmark","United Kingdom",1.5,6,0,0,6,NA,0
"Estonia","Austria",1.5,5.75,0,NA,0,6,0
"Estonia","Belgium",2,6,0,NA,0,8,0
"Estonia","Croatia",0,5.41000000000001,0,0,0,0,0
"Estonia","Cyprus",2.75,5.75,0,NA,4,0,7
"Estonia","Denmark",6.66666666666667,6.66666666666667,8,12,0,NA,NA
"Estonia","F.Y.R. Macedonia",0,6.66666666666667,0,NA,0,NA,0
"Estonia","Finland",6,7,7,NA,5,NA,NA
"Estonia","France",2.6,5.2,0,10,3,0,0
"Estonia","Germany",1.2,5.2,0,1,1,2,2
"Estonia","Iceland",1.75,5.75,6,0,NA,1,0
"Estonia","Ireland",1,5.5,4,0,NA,0,0
"Estonia","Israel",0,6,0,0,0,0,NA
"Estonia","Latvia",10.6666666666667,6.33333333333333,12,8,12,NA,NA
"Estonia","Malta",3.2,5.2,1,2,7,0,6
"Estonia","Norway",3.25,5.75,3,0,NA,10,0
"Estonia","Romania",0,5.75,0,NA,0,0,0
"Estonia","Russia",8.8,5.61000000000001,10,4,10,12,8
"Estonia","Spain",0.6,5.4,0,3,0,0,0
"Estonia","Sweden",7.4,5.4,5,7,8,7,10
"Estonia","Switzerland",0,7.5,0,NA,0,NA,NA
"Estonia","The Netherlands",0.75,5.75,0,0,NA,0,3
"Estonia","Turkey",0,5.6,0,0,0,0,0
"Estonia","United Kingdom",2.4,5.2,2,0,6,0,4
"F.Y.R. Macedonia","Austria",0,6.33333333333333,0,NA,0,NA,0
"F.Y.R. Macedonia","Belgium",0.666666666666667,6.33333333333333,2,NA,0,NA,0
"F.Y.R. Macedonia","Croatia",6.66666666666667,6,10,NA,5,NA,5
"F.Y.R. Macedonia","Cyprus",1.33333333333333,6.33333333333333,4,NA,0,NA,0
"F.Y.R. Macedonia","Denmark",0,7,0,NA,0,NA,NA
"F.Y.R. Macedonia","Estonia",3,7.5,0,NA,6,NA,NA
"F.Y.R. Macedonia","Finland",0.5,7,0,NA,1,NA,NA
"F.Y.R. Macedonia","France",0,6.66666666666667,0,NA,0,NA,0
"F.Y.R. Macedonia","Germany",0,6.33333333333333,0,NA,0,NA,0
"F.Y.R. Macedonia","Iceland",0,7,0,NA,NA,NA,0
"F.Y.R. Macedonia","Ireland",0,7.5,0,NA,NA,NA,0
"F.Y.R. Macedonia","Israel",0.5,7.5,1,NA,0,NA,NA
"F.Y.R. Macedonia","Latvia",5,7,3,NA,7,NA,NA
"F.Y.R. Macedonia","Malta",7,6.33333333333333,8,NA,10,NA,3
"F.Y.R. Macedonia","Norway",0,7,0,NA,NA,NA,0
"F.Y.R. Macedonia","Romania",8,6.33333333333333,12,NA,12,NA,0
"F.Y.R. Macedonia","Russia",2.33333333333333,6.33333333333333,7,NA,0,NA,0
"F.Y.R. Macedonia","Spain",0.333333333333333,6.66666666666667,0,NA,0,NA,1
"F.Y.R. Macedonia","Sweden",2.66666666666667,6.33333333333333,6,NA,0,NA,2
"F.Y.R. Macedonia","Switzerland",0,7.5,0,NA,0,NA,NA
"F.Y.R. Macedonia","The Netherlands",0,7.02500000000003,0,NA,NA,NA,0
"F.Y.R. Macedonia","Turkey",6.33333333333333,6,5,NA,8,NA,6
"F.Y.R. Macedonia","United Kingdom",1.33333333333333,6.33333333333333,0,NA,4,NA,0
"Finland","Austria",1,6.66666666666667,3,NA,0,NA,0
"Finland","Belgium",0,6.33333333333333,0,NA,0,NA,0
"Finland","Croatia",2.33333333333333,6.66666666666667,6,NA,0,NA,1
"Finland","Cyprus",3.66666666666667,6.33333333333333,0,NA,4,NA,7
"Finland","Denmark",5,7,10,NA,0,NA,NA
"Finland","Estonia",9,7,8,NA,10,NA,NA
"Finland","F.Y.R. Macedonia",0.333333333333333,6.35000000000002,0,NA,1,NA,0
"Finland","France",4,6.66666666666667,0,NA,12,NA,0
"Finland","Germany",0.666666666666667,6.66666666666667,2,NA,0,NA,0
"Finland","Iceland",1,7,0,NA,NA,NA,2
"Finland","Ireland",0.5,7.5,1,NA,NA,NA,0
"Finland","Israel",2.5,7,0,NA,5,NA,NA
"Finland","Latvia",9,7.5,12,NA,6,NA,NA
"Finland","Malta",0.666666666666667,6.66666666666667,0,NA,2,NA,0
"Finland","Norway",0,7.5,0,NA,NA,NA,0
"Finland","Romania",0,6.33333333333333,0,NA,0,NA,0
"Finland","Russia",4,6.33333333333333,5,NA,3,NA,4
"Finland","Spain",0,6.66666666666667,0,NA,0,NA,0
"Finland","Sweden",8.66666666666667,6.66666666666667,7,NA,7,NA,12
"Finland","Switzerland",0,7.5,0,NA,0,NA,NA
"Finland","The Netherlands",0,7.5,0,NA,NA,NA,0
"Finland","Turkey",3,6.33333333333333,4,NA,0,NA,5
"Finland","United Kingdom",2.66666666666667,6,0,NA,8,NA,0
"France","Austria",1,5.51250000000002,0,NA,0,0,4
"France","Belgium",3.5,5.75,0,NA,2,12,0
"France","Croatia",1.6,5.4,8,0,0,0,0
"France","Cyprus",1.25,6,0,NA,0,0,5
"France","Denmark",3.66666666666667,6.33333333333333,7,4,0,NA,NA
"France","Estonia",2,6,0,8,0,0,NA
"France","F.Y.R. Macedonia",0,6.66666666666667,0,NA,0,NA,0
"France","Finland",0,7.5,0,NA,0,NA,NA
"France","Germany",4.6,5.6,10,6,0,0,7
"France","Iceland",0.25,5.5,0,0,NA,1,0
"France","Ireland",1,5.75,4,0,NA,0,0
"France","Israel",8.5,6,6,10,10,8,NA
"France","Latvia",3.66666666666667,6.66666666666667,3,0,8,NA,NA
"France","Malta",1.2,5.6,0,0,6,0,0
"France","Norway",0.75,6,0,0,NA,3,0
"France","Romania",2,5.76250000000002,0,NA,4,4,0
"France","Russia",2.4,5.4,5,0,0,7,0
"France","Spain",5,5.4,0,5,12,0,8
"France","Sweden",1.6,5.4,1,2,0,2,3
"France","Switzerland",1.5,7,0,NA,3,NA,NA
"France","The Netherlands",0.5,6,2,0,NA,0,0
"France","Turkey",9.6,5.4,12,7,7,10,12
"France","United Kingdom",0.2,5.6,0,0,1,0,0
"Germany","Austria",1,6,2,NA,0,2,0
"Germany","Belgium",1.5,5.75,0,NA,0,6,0
"Germany","Croatia",2.6,5.2,6,3,3,0,1
"Germany","Cyprus",2,5.75,0,NA,0,0,8
"Germany","Denmark",8,6.66666666666667,12,12,0,NA,NA
"Germany","Estonia",4.75,5.5,5,10,4,0,NA
"Germany","F.Y.R. Macedonia",0,6.33333333333333,0,NA,0,NA,0
"Germany","Finland",0,7,0,NA,0,NA,NA
"Germany","France",2.4,5.2,0,6,6,0,0
"Germany","Iceland",0.25,5.75,0,0,NA,1,0
"Germany","Ireland",0,5.75,0,0,NA,0,0
"Germany","Israel",1.25,5.75,0,0,5,0,NA
"Germany","Latvia",6.33333333333333,6.66666666666667,7,0,12,NA,NA
"Germany","Malta",2.8,5.4,3,1,10,0,0
"Germany","Norway",1.75,6,0,0,NA,7,0
"Germany","Romania",1.25,5.75,0,NA,1,4,0
"Germany","Russia",2.4,5.6,4,0,0,8,0
"Germany","Spain",1.8,5.6,0,0,7,0,2
"Germany","Sweden",2.8,5.2,8,0,0,3,3
"Germany","Switzerland",1,7,0,NA,2,NA,NA
"Germany","The Netherlands",0.25,5.75,1,0,NA,0,0
"Germany","Turkey",7.8,5.41000000000001,10,7,0,10,12
"Germany","United Kingdom",2,5.4,0,2,8,0,0
"Iceland","Austria",4.33333333333333,6.33333333333333,3,NA,NA,10,0
"Iceland","Belgium",2.33333333333333,6.33333333333333,0,NA,NA,7,0
"Iceland","Croatia",0,6,0,0,NA,0,0
"Iceland","Cyprus",3.33333333333333,6.33333333333333,0,NA,NA,0,10
"Iceland","Denmark",12,7,12,12,NA,NA,NA
"Iceland","Estonia",5.33333333333333,6.33333333333333,5,10,NA,1,NA
"Iceland","F.Y.R. Macedonia",0,7,0,NA,NA,NA,0
"Iceland","Finland",0,10,0,NA,NA,NA,NA
"Iceland","France",1,6,0,4,NA,0,0
"Iceland","Germany",3.5,5.76250000000002,6,0,NA,8,0
"Iceland","Ireland",1,5.75,2,0,NA,2,0
"Iceland","Israel",0,6.33333333333333,0,0,NA,0,NA
"Iceland","Latvia",5,7.52500000000003,10,0,NA,NA,NA
"Iceland","Malta",0.75,5.76250000000002,0,3,NA,0,0
"Iceland","Norway",4.75,5.76250000000002,7,0,NA,12,0
"Iceland","Romania",0,6.66666666666667,0,NA,NA,0,0
"Iceland","Russia",4.25,5.75,8,5,NA,4,0
"Iceland","Spain",2.25,6,0,2,NA,6,1
"Iceland","Sweden",6,5.75,4,7,NA,5,8
"Iceland","Switzerland",0,12,0,NA,NA,NA,NA
"Iceland","The Netherlands",0.25,5.5,1,0,NA,0,0
"Iceland","Turkey",2,6,0,0,NA,3,5
"Iceland","United Kingdom",0.5,5.5,0,0,NA,0,2
"Ireland","Austria",0.666666666666667,6.66666666666667,2,NA,NA,0,0
"Ireland","Belgium",3.33333333333333,6,0,NA,NA,10,0
"Ireland","Croatia",1.5,5.75,0,0,NA,6,0
"Ireland","Cyprus",3.33333333333333,6.66666666666667,0,NA,NA,0,10
"Ireland","Denmark",12,7.5,12,12,NA,NA,NA
"Ireland","Estonia",8.33333333333333,6.33333333333333,7,10,NA,8,NA
"Ireland","F.Y.R. Macedonia",0,7.5,0,NA,NA,NA,0
"Ireland","Finland",0,12,0,NA,NA,NA,NA
"Ireland","France",1.75,6,0,7,NA,0,0
"Ireland","Germany",4.75,5.5,5,6,NA,4,4
"Ireland","Iceland",1.75,5.75,0,0,NA,7,0
"Ireland","Israel",0,6.35000000000002,0,0,NA,0,NA
"Ireland","Latvia",4,7.5,8,0,NA,NA,NA
"Ireland","Malta",3,5.75,3,0,NA,3,6
"Ireland","Norway",4,6,4,0,NA,12,0
"Ireland","Romania",0,6.33333333333333,0,NA,NA,0,0
"Ireland","Russia",2.5,6,10,0,NA,0,0
"Ireland","Spain",0.75,5.5,0,3,NA,0,0
"Ireland","Sweden",6.5,5.75,6,8,NA,0,12
"Ireland","Switzerland",0,10,0,NA,NA,NA,NA
"Ireland","The Netherlands",1.5,6,1,0,NA,5,0
"Ireland","Turkey",0.25,6,0,0,NA,0,1
"Ireland","United Kingdom",3,5.76250000000002,0,4,NA,0,8
"Israel","Austria",0,5.5,0,NA,0,0,0
"Israel","Belgium",2,5.76250000000002,0,NA,0,8,0
"Israel","Croatia",0,5.4,0,0,0,0,0
"Israel","Cyprus",1,5.75,0,NA,0,1,3
"Israel","Denmark",7.66666666666667,6.33333333333333,12,7,4,NA,NA
"Israel","Estonia",3.5,5.76250000000002,6,6,2,0,NA
"Israel","F.Y.R. Macedonia",0,6.33333333333333,0,NA,0,NA,0
"Israel","Finland",0,6.52500000000003,0,NA,0,NA,NA
"Israel","France",1.8,5.4,0,2,7,0,0
"Israel","Germany",0,5.4,0,0,0,0,0
"Israel","Iceland",1.25,5.5,5,0,NA,0,0
"Israel","Ireland",0.5,6,2,0,NA,0,0
"Israel","Latvia",5.33333333333333,6.33333333333333,4,0,12,NA,NA
"Israel","Malta",3.4,5.4,3,0,10,0,4
"Israel","Norway",2.5,6,7,0,NA,3,0
"Israel","Romania",3.75,5.75,0,NA,8,6,1
"Israel","Russia",6,5.2,10,3,1,10,6
"Israel","Spain",7.6,5.6,0,12,6,12,8
"Israel","Sweden",4.2,5.4,0,8,3,5,5
"Israel","Switzerland",0,7,0,NA,0,NA,NA
"Israel","The Netherlands",3.75,5.75,8,5,NA,2,0
"Israel","Turkey",1.8,5.2,0,0,0,7,2
"Israel","United Kingdom",1.2,5.2,1,0,5,0,0
"Latvia","Austria",2.25,5.75,5,NA,0,4,0
"Latvia","Belgium",2.5,6.25,0,NA,0,10,0
"Latvia","Croatia",0,5.4,0,0,0,0,0
"Latvia","Cyprus",3,6,0,NA,8,0,4
"Latvia","Denmark",7.33333333333333,6.66666666666667,12,10,0,NA,NA
"Latvia","Estonia",8.5,6,10,12,12,0,NA
"Latvia","F.Y.R. Macedonia",0,6.66666666666667,0,NA,0,NA,0
"Latvia","Finland",0,7.5,0,NA,0,NA,NA
"Latvia","France",1.8,5.4,0,7,2,0,0
"Latvia","Germany",2.2,5.4,8,1,0,2,0
"Latvia","Iceland",2.5,6,7,0,NA,3,0
"Latvia","Ireland",0.5,5.75,1,0,NA,1,0
"Latvia","Israel",0.75,5.75,0,0,3,0,NA
"Latvia","Malta",3.4,5.4,4,0,7,0,6
"Latvia","Norway",3.25,5.75,6,0,NA,7,0
"Latvia","Romania",0,5.75,0,NA,0,0,0
"Latvia","Russia",8,5.6,0,8,10,12,10
"Latvia","Spain",0.8,5.4,0,4,0,0,0
"Latvia","Sweden",4.8,5.4,0,6,4,6,8
"Latvia","Switzerland",1.5,7.5,2,NA,1,NA,NA
"Latvia","The Netherlands",0,5.75,0,0,NA,0,0
"Latvia","Turkey",0.4,5.6,0,0,0,0,2
"Latvia","United Kingdom",2.8,5.4,3,3,5,0,3
"Malta","Austria",0.5,6,2,NA,0,0,0
"Malta","Belgium",0,6,0,NA,0,0,0
"Malta","Croatia",2,5.4,0,10,0,0,0
"Malta","Cyprus",5.5,5.51250000000002,1,NA,12,2,7
"Malta","Denmark",5,6.68333333333336,8,6,1,NA,NA
"Malta","Estonia",5.25,5.75,7,12,2,0,NA
"Malta","F.Y.R. Macedonia",2,6.66666666666667,0,NA,5,NA,1
"Malta","Finland",0,7.5,0,NA,0,NA,NA
"Malta","France",0,5.4,0,0,0,0,0
"Malta","Germany",2.4,5.6,0,5,4,3,0
"Malta","Iceland",3,5.5,0,0,NA,12,0
"Malta","Ireland",3.75,5.75,10,0,NA,5,0
"Malta","Israel",0,5.75,0,0,0,0,NA
"Malta","Latvia",2.33333333333333,6.33333333333333,0,0,7,NA,NA
"Malta","Norway",2.25,6,3,0,NA,6,0
"Malta","Romania",1.5,5.75,0,NA,6,0,0
"Malta","Russia",4.6,5.4,12,2,8,1,0
"Malta","Spain",0.6,5.6,0,0,0,0,3
"Malta","Sweden",5,5.4,4,8,0,8,5
"Malta","Switzerland",0,7,0,NA,0,NA,NA
"Malta","The Netherlands",3.5,5.75,5,0,NA,7,2
"Malta","Turkey",1.6,5.41000000000001,0,4,0,4,0
"Malta","United Kingdom",4.6,5.4,6,3,10,0,4
"Norway","Austria",2.66666666666667,6.33333333333333,0,NA,NA,8,0
"Norway","Belgium",1,6.33333333333333,0,NA,NA,3,0
"Norway","Croatia",0,6,0,0,NA,0,0
"Norway","Cyprus",1.33333333333333,6.33333333333333,0,NA,NA,0,4
"Norway","Denmark",11,7,10,12,NA,NA,NA
"Norway","Estonia",4.66666666666667,6.66666666666667,4,10,NA,0,NA
"Norway","F.Y.R. Macedonia",0,7.5,0,NA,NA,NA,0
"Norway","Finland",0,10,0,NA,NA,NA,NA
"Norway","France",1.75,6,0,7,NA,0,0
"Norway","Germany",1.75,6,3,3,NA,0,1
"Norway","Iceland",6.25,6,7,1,NA,12,5
"Norway","Ireland",3,6,6,0,NA,6,0
"Norway","Israel",0,6.33333333333333,0,0,NA,0,NA
"Norway","Latvia",6,7.5,12,0,NA,NA,NA
"Norway","Malta",1.75,5.76250000000002,2,5,NA,0,0
"Norway","Romania",0.333333333333333,6,0,NA,NA,1,0
"Norway","Russia",2.5,5.76250000000002,8,0,NA,2,0
"Norway","Spain",1,5.75,0,4,NA,0,0
"Norway","Sweden",6.5,6,5,2,NA,7,12
"Norway","Switzerland",0,10,0,NA,NA,NA,NA
"Norway","The Netherlands",1.25,6,0,0,NA,5,0
"Norway","Turkey",4.75,5.75,1,0,NA,10,8
"Norway","United Kingdom",0,5.75,0,0,NA,0,0
"Romania","Austria",0,6,0,NA,0,0,0
"Romania","Belgium",2,5.75,0,NA,0,8,0
"Romania","Croatia",2,5.75,8,NA,0,0,0
"Romania","Cyprus",2.75,5.5,0,NA,8,0,3
"Romania","Denmark",0.5,7,1,NA,0,NA,NA
"Romania","Estonia",2.66666666666667,6.33333333333333,6,NA,2,0,NA
"Romania","F.Y.R. Macedonia",7.33333333333333,6.35000000000002,10,NA,12,NA,0
"Romania","Finland",2,7.5,4,NA,0,NA,NA
"Romania","France",2.5,5.75,0,NA,4,6,0
"Romania","Germany",1.5,5.5,0,NA,1,1,4
"Romania","Iceland",0,6.33333333333333,0,NA,NA,0,0
"Romania","Ireland",0.666666666666667,6.01666666666669,2,NA,NA,0,0
"Romania","Israel",1.66666666666667,6.33333333333333,0,NA,5,0,NA
"Romania","Latvia",0,7.5,0,NA,0,NA,NA
"Romania","Malta",1.75,5.75,7,NA,0,0,0
"Romania","Norway",1,6.66666666666667,0,NA,NA,3,0
"Romania","Russia",7.25,6,12,NA,10,7,0
"Romania","Spain",3.75,6,5,NA,0,5,5
"Romania","Sweden",4.75,6,0,NA,0,12,7
"Romania","Switzerland",1.5,7.02500000000003,0,NA,3,NA,NA
"Romania","The Netherlands",0,6.66666666666667,0,NA,NA,0,0
"Romania","Turkey",6.75,5.75,0,NA,7,10,10
"Romania","United Kingdom",1.25,6,3,NA,0,0,2
"Russia","Austria",0.25,5.75,0,NA,1,0,0
"Russia","Belgium",2.5,5.75,0,NA,7,3,0
"Russia","Croatia",3,5.8,10,0,0,0,5
"Russia","Cyprus",3,5.5,0,NA,6,0,6
"Russia","Denmark",4,6.66666666666667,12,0,0,NA,NA
"Russia","Estonia",2.75,5.5,0,6,3,2,NA
"Russia","F.Y.R. Macedonia",2.33333333333333,6,7,NA,0,NA,0
"Russia","Finland",0,7,0,NA,0,NA,NA
"Russia","France",3.8,5.2,3,12,0,0,4
"Russia","Germany",4.2,5.4,4,8,2,7,0
"Russia","Iceland",0.5,6,0,0,NA,0,2
"Russia","Ireland",0,5.75,0,0,NA,0,0
"Russia","Israel",1.25,5.51250000000002,0,0,0,5,NA
"Russia","Latvia",3.66666666666667,6.66666666666667,1,0,10,NA,NA
"Russia","Malta",4,5.4,8,7,5,0,0
"Russia","Norway",1,5.5,0,0,NA,4,0
"Russia","Romania",7.5,5.75,6,NA,12,12,0
"Russia","Spain",1.6,5.2,2,0,0,6,0
"Russia","Sweden",1,5.6,0,2,0,0,3
"Russia","Switzerland",2.5,7.5,5,NA,0,NA,NA
"Russia","The Netherlands",2.75,6,0,1,NA,10,0
"Russia","Turkey",1.6,5.21000000000001,0,0,0,0,8
"Russia","United Kingdom",0.8,5.6,0,3,0,0,1
"Spain","Austria",4,5.76250000000002,8,NA,0,8,0
"Spain","Belgium",3.25,5.75,0,NA,1,12,0
"Spain","Croatia",0.4,5.6,2,0,0,0,0
"Spain","Cyprus",2.25,5.5,0,NA,6,0,3
"Spain","Denmark",5.66666666666667,6.66666666666667,10,7,0,NA,NA
"Spain","Estonia",2,5.51250000000002,0,8,0,0,NA
"Spain","F.Y.R. Macedonia",0,6,0,NA,0,NA,0
"Spain","Finland",0,7,0,NA,0,NA,NA
"Spain","France",3,5.6,0,3,8,0,4
"Spain","Germany",8,5.4,12,10,2,4,12
"Spain","Iceland",0,5.75,0,0,NA,0,0
"Spain","Ireland",0.75,5.75,3,0,NA,0,0
"Spain","Israel",0.25,5.75,0,0,0,1,NA
"Spain","Latvia",6.33333333333333,6,7,0,12,NA,NA
"Spain","Malta",3,5.21000000000001,1,4,10,0,0
"Spain","Norway",0,5.75,0,0,NA,0,0
"Spain","Romania",6.25,5.75,0,NA,5,10,10
"Spain","Russia",2.2,5.4,5,0,0,6,0
"Spain","Sweden",4.6,5.2,6,5,0,7,5
"Spain","Switzerland",0,7.5,0,NA,0,NA,NA
"Spain","The Netherlands",1,5.75,4,0,NA,0,0
"Spain","Turkey",1.8,5.61000000000001,0,0,4,3,2
"Spain","United Kingdom",0.2,5.2,0,1,0,0,0
"Sweden","Austria",1.5,5.75,0,NA,0,6,0
"Sweden","Belgium",0.75,5.5,0,NA,3,0,0
"Sweden","Croatia",0,5.4,0,0,0,0,0
"Sweden","Cyprus",1.75,6,0,NA,1,0,6
"Sweden","Denmark",7.33333333333333,6.66666666666667,12,10,0,NA,NA
"Sweden","Estonia",6.5,6,6,8,12,0,NA
"Sweden","F.Y.R. Macedonia",0,6.33333333333333,0,NA,0,NA,0
"Sweden","Finland",6,7.02500000000003,2,NA,10,NA,NA
"Sweden","France",2.8,5.8,0,6,8,0,0
"Sweden","Germany",2,5.2,0,0,0,10,0
"Sweden","Iceland",3.75,6,8,0,NA,7,0
"Sweden","Ireland",1,5.76250000000002,4,0,NA,0,0
"Sweden","Israel",0,5.75,0,0,0,0,NA
"Sweden","Latvia",5,6.66666666666667,10,0,5,NA,NA
