"To","From","Average","Sim.Threshold","2000","2001","2002","2003","2004"
"Sweden","Malta",2,5.2,3,3,4,0,0
"Sweden","Norway",5.5,6,7,0,NA,12,3
"Sweden","Romania",0.25,5.5,0,NA,0,1,0
"Sweden","Russia",1.4,5.6,5,0,0,2,0
"Sweden","Spain",3.2,5.4,0,5,7,4,0
"Sweden","Switzerland",0,7.5,0,NA,0,NA,NA
"Sweden","The Netherlands",1.25,5.75,0,0,NA,5,0
"Sweden","Turkey",2.8,5.4,1,0,0,8,5
"Sweden","United Kingdom",0.8,5.4,0,0,2,0,2
"Switzerland","Austria",3.66666666666667,6.66666666666667,4,NA,7,NA,0
"Switzerland","Belgium",0,6.66666666666667,0,NA,0,NA,0
"Switzerland","Croatia",4.66666666666667,6.01666666666669,6,NA,5,NA,3
"Switzerland","Cyprus",0.666666666666667,6.33333333333333,0,NA,0,NA,2
"Switzerland","Denmark",5,7.5,10,NA,0,NA,NA
"Switzerland","Estonia",0,7,0,NA,0,NA,NA
"Switzerland","F.Y.R. Macedonia",0.333333333333333,6.33333333333333,0,NA,0,NA,1
"Switzerland","Finland",0,7.52500000000003,0,NA,0,NA,NA
"Switzerland","France",3.33333333333333,6.66666666666667,0,NA,10,NA,0
"Switzerland","Germany",8.33333333333333,6.33333333333333,12,NA,3,NA,10
"Switzerland","Iceland",0,7,0,NA,NA,NA,0
"Switzerland","Ireland",4,7,8,NA,NA,NA,0
"Switzerland","Israel",0.5,7.5,0,NA,1,NA,NA
"Switzerland","Latvia",7.5,7.5,7,NA,8,NA,NA
"Switzerland","Malta",1.33333333333333,6.33333333333333,0,NA,4,NA,0
"Switzerland","Norway",0,7.5,0,NA,NA,NA,0
"Switzerland","Romania",0,6.33333333333333,0,NA,0,NA,0
"Switzerland","Russia",0.666666666666667,6.33333333333333,2,NA,0,NA,0
"Switzerland","Spain",6.33333333333333,6.33333333333333,1,NA,12,NA,6
"Switzerland","Sweden",1,6.66666666666667,3,NA,0,NA,0
"Switzerland","The Netherlands",0,7,0,NA,NA,NA,0
"Switzerland","Turkey",4.33333333333333,6.35000000000002,5,NA,0,NA,8
"Switzerland","United Kingdom",2,6.66666666666667,0,NA,6,NA,0
"The Netherlands","Austria",2.66666666666667,6.33333333333333,0,NA,NA,8,0
"The Netherlands","Belgium",5,6,0,NA,NA,10,5
"The Netherlands","Croatia",0,6,0,0,NA,0,0
"The Netherlands","Cyprus",2.66666666666667,6.66666666666667,0,NA,NA,0,8
"The Netherlands","Denmark",10,7.5,10,10,NA,NA,NA
"The Netherlands","Estonia",6.33333333333333,6.01666666666669,7,12,NA,0,NA
"The Netherlands","F.Y.R. Macedonia",0,7.5,0,NA,NA,NA,0
"The Netherlands","Finland",5,10.1000000000001,5,NA,NA,NA,NA
"The Netherlands","France",2.5,5.75,2,8,NA,0,0
"The Netherlands","Germany",3.5,6,8,1,NA,2,3
"The Netherlands","Iceland",1.5,5.75,0,0,NA,6,0
"The Netherlands","Ireland",0.75,5.75,3,0,NA,0,0
"The Netherlands","Israel",0,6,0,0,NA,0,NA
"The Netherlands","Latvia",2,7.5,4,0,NA,NA,NA
"The Netherlands","Malta",0.25,6,1,0,NA,0,0
"The Netherlands","Norway",1.75,6,0,0,NA,7,0
"The Netherlands","Romania",0,6.66666666666667,0,NA,NA,0,0
"The Netherlands","Russia",0.25,6,0,0,NA,1,0
"The Netherlands","Spain",4,6,0,7,NA,5,4
"The Netherlands","Sweden",0.75,5.75,0,0,NA,3,0
"The Netherlands","Switzerland",6,10,6,NA,NA,NA,NA
"The Netherlands","Turkey",9.75,5.75,12,3,NA,12,12
"The Netherlands","United Kingdom",0.5,5.75,0,2,NA,0,0
"Turkey","Austria",5.5,5.75,4,NA,12,6,0
"Turkey","Belgium",4.25,5.75,0,NA,10,7,0
"Turkey","Croatia",4.2,5.4,8,10,0,3,0
"Turkey","Cyprus",0.25,5.5,0,NA,0,0,1
"Turkey","Denmark",2,6.66666666666667,1,4,1,NA,NA
"Turkey","Estonia",5.5,6,2,12,8,0,NA
"Turkey","F.Y.R. Macedonia",1.33333333333333,6.33333333333333,0,NA,0,NA,4
"Turkey","Finland",0,7.5,0,NA,0,NA,NA
"Turkey","France",0.2,5.6,0,1,0,0,0
"Turkey","Germany",2.2,5.4,0,3,3,0,5
"Turkey","Iceland",2,5.75,0,0,NA,8,0
"Turkey","Ireland",3,5.75,7,0,NA,5,0
"Turkey","Israel",1.75,5.75,0,7,0,0,NA
"Turkey","Latvia",2,6,0,0,6,NA,NA
"Turkey","Malta",2.4,5.6,5,2,5,0,0
"Turkey","Norway",2.5,6,10,0,NA,0,0
"Turkey","Romania",2,6,0,NA,7,1,0
"Turkey","Russia",2,5.4,0,0,0,10,0
"Turkey","Spain",2,5.6,0,6,0,2,2
"Turkey","Sweden",5.4,5.4,12,8,4,0,3
"Turkey","Switzerland",0,7,0,NA,0,NA,NA
"Turkey","The Netherlands",0.75,5.75,3,0,NA,0,0
"Turkey","United Kingdom",1.6,5.6,6,0,2,0,0
"United Kingdom","Austria",2.25,5.75,1,NA,0,8,0
"United Kingdom","Belgium",2.25,5.75,0,NA,4,5,0
"United Kingdom","Croatia",0,5.4,0,0,0,0,0
"United Kingdom","Cyprus",3.25,6,0,NA,3,0,10
"United Kingdom","Denmark",7.33333333333333,6.66666666666667,12,10,0,NA,NA
"United Kingdom","Estonia",6.5,5.75,4,12,7,3,NA
"United Kingdom","F.Y.R. Macedonia",0,6.33333333333333,0,NA,0,NA,0
"United Kingdom","Finland",0,7,0,NA,0,NA,NA
"United Kingdom","France",3.2,5.4,0,6,10,0,0
"United Kingdom","Germany",3,5.2,5,2,0,4,4
"United Kingdom","Iceland",0,6,0,0,NA,0,0
"United Kingdom","Ireland",8.5,5.76250000000002,10,5,NA,12,7
"United Kingdom","Israel",1.25,6.25,0,0,5,0,NA
"United Kingdom","Latvia",5,6.66666666666667,7,0,8,NA,NA
"United Kingdom","Malta",3.4,5.4,2,1,12,0,2
"United Kingdom","Norway",2.25,6,3,0,NA,6,0
"United Kingdom","Romania",0,6,0,NA,0,0,0
"United Kingdom","Russia",1.6,5.4,8,0,0,0,0
"United Kingdom","Spain",1,5.41000000000001,0,3,2,0,0
"United Kingdom","Sweden",6.6,5.4,6,8,1,10,8
"United Kingdom","Switzerland",0,7,0,NA,0,NA,NA
"United Kingdom","The Netherlands",0.25,5.51250000000002,0,0,NA,1,0
"United Kingdom","Turkey",2.6,5.2,0,0,0,7,6
"Bosnia & Herzegovina","Croatia",6.25,5.76250000000002,NA,7,2,6,10
"Bosnia & Herzegovina","Denmark",0,7.5,NA,0,0,NA,NA
"Bosnia & Herzegovina","Estonia",4.66666666666667,6.33333333333333,NA,4,10,0,NA
"Bosnia & Herzegovina","France",7,5.75,NA,12,8,8,0
"Bosnia & Herzegovina","Germany",0.75,5.76250000000002,NA,0,0,0,3
"Bosnia & Herzegovina","Greece",3.25,5.75,NA,8,0,0,5
"Bosnia & Herzegovina","Iceland",0,6.33333333333333,NA,0,NA,0,0
"Bosnia & Herzegovina","Ireland",0,6.33333333333333,NA,0,NA,0,0
"Bosnia & Herzegovina","Israel",2,6,NA,6,0,0,NA
"Bosnia & Herzegovina","Latvia",2.5,7,NA,0,5,NA,NA
"Bosnia & Herzegovina","Lithuania",0.666666666666667,6.33333333333333,NA,2,0,0,NA
"Bosnia & Herzegovina","Malta",1.5,5.75,NA,1,4,0,1
"Bosnia & Herzegovina","Norway",0,6.66666666666667,NA,0,NA,0,0
"Bosnia & Herzegovina","Poland",0,6.33333333333333,NA,0,NA,0,0
"Bosnia & Herzegovina","Portugal",0,7.5,NA,0,NA,0,NA
"Bosnia & Herzegovina","Russia",0.75,5.5,NA,0,0,3,0
"Bosnia & Herzegovina","Slovenia",5,6,NA,10,1,4,NA
"Bosnia & Herzegovina","Spain",2.75,5.75,NA,5,6,0,0
"Bosnia & Herzegovina","Sweden",4.5,5.75,NA,3,12,1,2
"Bosnia & Herzegovina","The Netherlands",0.666666666666667,6,NA,0,NA,2,0
"Bosnia & Herzegovina","Turkey",4.75,6,NA,0,0,12,7
"Bosnia & Herzegovina","United Kingdom",1.75,5.75,NA,0,7,0,0
"Croatia","Bosnia & Herzegovina",8.75,5.5,NA,10,7,8,10
"Croatia","Greece",3.25,6,NA,5,1,0,7
"Croatia","Lithuania",0,6.33333333333333,NA,0,0,0,NA
"Croatia","Poland",0,6.35000000000002,NA,0,NA,0,0
"Croatia","Portugal",0,7.5,NA,0,NA,0,NA
"Croatia","Slovenia",6.33333333333333,6.66666666666667,NA,8,8,3,NA
"Denmark","Bosnia & Herzegovina",5.66666666666667,6.66666666666667,NA,7,2,NA,8
"Denmark","Greece",2.66666666666667,6.66666666666667,NA,5,0,NA,3
"Denmark","Lithuania",0,7.5,NA,0,0,NA,NA
"Denmark","Poland",0.5,7,NA,1,NA,NA,0
"Denmark","Portugal",0,10,NA,0,NA,NA,NA
"Denmark","Slovenia",0,7.5,NA,0,0,NA,NA
"Estonia","Bosnia & Herzegovina",0,6,NA,0,0,0,0
"Estonia","Greece",2.75,5.75,NA,6,0,0,5
"Estonia","Lithuania",2.33333333333333,6.33333333333333,NA,0,2,5,NA
"Estonia","Poland",1.33333333333333,6.33333333333333,NA,0,NA,4,0
"Estonia","Portugal",0,7,NA,0,NA,0,NA
"Estonia","Slovenia",1.66666666666667,6.66666666666667,NA,5,0,0,NA
"France","Bosnia & Herzegovina",0,5.5,NA,0,0,0,0
"France","Greece",2.25,5.75,NA,3,0,0,6
"France","Lithuania",0,6.33333333333333,NA,0,0,0,NA
"France","Poland",1.66666666666667,6.66666666666667,NA,0,NA,5,0
"France","Portugal",9,7.5,NA,12,NA,6,NA
"France","Slovenia",2,6,NA,1,5,0,NA
"Germany","Bosnia & Herzegovina",0,6,NA,0,0,0,0
"Germany","Greece",5,5.75,NA,8,0,5,7
"Germany","Lithuania",0,6.33333333333333,NA,0,0,0,NA
"Germany","Poland",7,6,NA,5,NA,12,4
"Germany","Portugal",0,7.02500000000003,NA,0,NA,0,NA
"Germany","Slovenia",1.33333333333333,6,NA,4,0,0,NA
"Greece","Bosnia & Herzegovina",0,5.75,NA,0,0,0,0
"Greece","Croatia",3.25,6,NA,7,5,1,0
"Greece","Denmark",3,7.5,NA,6,0,NA,NA
"Greece","Estonia",4,6.33333333333333,NA,12,0,0,NA
"Greece","France",1.75,5.75,NA,4,3,0,0
"Greece","Germany",0.25,5.75,NA,1,0,0,0
"Greece","Iceland",0,6.01666666666669,NA,0,NA,0,0
"Greece","Ireland",0,6.66666666666667,NA,0,NA,0,0
"Greece","Israel",1.66666666666667,6.33333333333333,NA,2,0,3,NA
"Greece","Latvia",5,7,NA,0,10,NA,NA
"Greece","Lithuania",0,6.01666666666669,NA,0,0,0,NA
"Greece","Malta",2.5,5.75,NA,3,6,0,1
"Greece","Norway",0,6.33333333333333,NA,0,NA,0,0
"Greece","Poland",3.33333333333333,6.66666666666667,NA,0,NA,6,4
"Greece","Portugal",0,7.5,NA,0,NA,0,NA
"Greece","Russia",4.75,5.75,NA,5,2,10,2
"Greece","Slovenia",0,6.33333333333333,NA,0,0,0,NA
"Greece","Spain",5,5.75,NA,8,4,5,3
"Greece","Sweden",0.25,6,NA,0,1,0,0
"Greece","The Netherlands",0,6.33333333333333,NA,0,NA,0,0
"Greece","Turkey",5.75,5.75,NA,10,0,7,6
"Greece","United Kingdom",1.75,5.75,NA,0,7,0,0
"Iceland","Bosnia & Herzegovina",0,6.33333333333333,NA,0,NA,0,0
"Iceland","Greece",4.66666666666667,6.66666666666667,NA,8,NA,0,6
"Iceland","Lithuania",0.5,7.5,NA,1,NA,0,NA
"Iceland","Poland",1,6.33333333333333,NA,0,NA,0,3
"Iceland","Portugal",0,7,NA,0,NA,0,NA
"Iceland","Slovenia",3,7.5,NA,6,NA,0,NA
"Ireland","Bosnia & Herzegovina",0,6.33333333333333,NA,0,NA,0,0
"Ireland","Greece",3.66666666666667,6,NA,5,NA,1,5
"Ireland","Lithuania",0.5,7,NA,1,NA,0,NA
"Ireland","Poland",0,6.33333333333333,NA,0,NA,0,0
"Ireland","Portugal",1,7.02500000000003,NA,0,NA,2,NA
"Ireland","Slovenia",1,7,NA,2,NA,0,NA
"Israel","Bosnia & Herzegovina",0,5.5,NA,0,0,0,0
"Israel","Greece",5,6,NA,10,0,0,10
"Israel","Lithuania",1.33333333333333,6.33333333333333,NA,4,0,0,NA
"Israel","Poland",0,6,NA,0,NA,0,0
"Israel","Portugal",0,7,NA,0,NA,0,NA
"Israel","Slovenia",0.333333333333333,6.66666666666667,NA,1,0,0,NA
"Latvia","Bosnia & Herzegovina",0,5.75,NA,0,0,0,0
"Latvia","Greece",2.25,5.75,NA,2,0,0,7
"Latvia","Lithuania",3.66666666666667,6.35000000000002,NA,5,6,0,NA
"Latvia","Poland",2.66666666666667,6.33333333333333,NA,0,NA,8,0
"Latvia","Portugal",0,7.5,NA,0,NA,0,NA
"Latvia","Slovenia",0,6.33333333333333,NA,0,0,0,NA
"Lithuania","Bosnia & Herzegovina",0,6.68333333333336,NA,0,0,NA,0
"Lithuania","Croatia",0,6.33333333333333,NA,0,0,NA,0
"Lithuania","Denmark",3.5,7.5,NA,6,1,NA,NA
"Lithuania","Estonia",9.5,7.5,NA,12,7,NA,NA
"Lithuania","France",4,6.66666666666667,NA,7,5,NA,0
"Lithuania","Germany",0.333333333333333,6.35000000000002,NA,0,0,NA,1
"Lithuania","Greece",5,6.66666666666667,NA,5,0,NA,10
"Lithuania","Iceland",0,7,NA,0,NA,NA,0
"Lithuania","Ireland",0,7,NA,0,NA,NA,0
"Lithuania","Israel",0,7.5,NA,0,0,NA,NA
"Lithuania","Latvia",10,7.5,NA,8,12,NA,NA
"Lithuania","Malta",2.66666666666667,6,NA,1,3,NA,4
"Lithuania","Norway",0,7.5,NA,0,NA,NA,0
"Lithuania","Poland",3.5,7.5,NA,0,NA,NA,7
"Lithuania","Portugal",0,12,NA,0,NA,NA,NA
"Lithuania","Russia",8,6.35000000000002,NA,10,6,NA,8
"Lithuania","Slovenia",2,7,NA,4,0,NA,NA
"Lithuania","Spain",0,6.33333333333333,NA,0,0,NA,0
"Lithuania","Sweden",6,6.66666666666667,NA,2,10,NA,6
"Lithuania","The Netherlands",0,7.5,NA,0,NA,NA,0
"Lithuania","Turkey",1,6.33333333333333,NA,0,0,NA,3
"Lithuania","United Kingdom",3.66666666666667,6.66666666666667,NA,3,8,NA,0
"Malta","Bosnia & Herzegovina",1,6,NA,1,3,0,0
"Malta","Greece",4.75,5.75,NA,7,0,0,12
"Malta","Lithuania",0,6.33333333333333,NA,0,0,0,NA
"Malta","Poland",3.33333333333333,6.66666666666667,NA,0,NA,10,0
"Malta","Portugal",0,7,NA,0,NA,0,NA
"Malta","Slovenia",0,6.66666666666667,NA,0,0,0,NA
"Norway","Bosnia & Herzegovina",3.33333333333333,6.66666666666667,NA,0,NA,0,10
"Norway","Greece",3.33333333333333,6.66666666666667,NA,8,NA,0,2
"Norway","Lithuania",0,6.5,NA,0,NA,0,NA
"Norway","Poland",1.33333333333333,6.33333333333333,NA,0,NA,4,0
"Norway","Portugal",0,7,NA,0,NA,0,NA
"Norway","Slovenia",3,7.5,NA,6,NA,0,NA
"Poland","Bosnia & Herzegovina",0,6.33333333333333,NA,0,NA,0,0
"Poland","Croatia",0,6.35000000000002,NA,0,NA,0,0
"Poland","Denmark",7,10,NA,7,NA,NA,NA
"Poland","Estonia",6,7.5,NA,12,NA,0,NA
"Poland","France",4.33333333333333,6.66666666666667,NA,10,NA,3,0
"Poland","Germany",5,6.33333333333333,NA,4,NA,5,6
"Poland","Greece",5,6.33333333333333,NA,8,NA,0,7
"Poland","Iceland",0.333333333333333,6.66666666666667,NA,0,NA,1,0
"Poland","Ireland",0,6,NA,0,NA,0,0
"Poland","Israel",0,7.5,NA,0,NA,0,NA
"Poland","Latvia",0,10,NA,0,NA,NA,NA
"Poland","Lithuania",0,7,NA,0,NA,0,NA
"Poland","Malta",2,6.35000000000002,NA,3,NA,0,3
"Poland","Norway",2,6.66666666666667,NA,0,NA,6,0
"Poland","Portugal",0,7.5,NA,0,NA,0,NA
"Poland","Russia",1.33333333333333,6,NA,0,NA,4,0
"Poland","Slovenia",3,7.5,NA,6,NA,0,NA
"Poland","Spain",0.666666666666667,6.33333333333333,NA,1,NA,0,1
"Poland","Sweden",7.33333333333333,6.33333333333333,NA,5,NA,7,10
"Poland","The Netherlands",0,6.66666666666667,NA,0,NA,0,0
"Poland","Turkey",3.33333333333333,6.66666666666667,NA,0,NA,2,8
"Poland","United Kingdom",1.33333333333333,6.33333333333333,NA,2,NA,0,2
"Portugal","Bosnia & Herzegovina",0,6.33333333333333,NA,0,NA,0,0
"Portugal","Croatia",0,6.35000000000002,NA,0,NA,0,0
"Portugal","Denmark",8,10,NA,8,NA,NA,NA
"Portugal","Estonia",0,7.5,NA,0,NA,0,NA
"Portugal","France",5.33333333333333,6.33333333333333,NA,12,NA,2,2
"Portugal","Germany",6,6.33333333333333,NA,10,NA,0,8
"Portugal","Greece",3.33333333333333,6.66666666666667,NA,4,NA,0,6
"Portugal","Iceland",0,6.66666666666667,NA,0,NA,0,0
"Portugal","Ireland",2.66666666666667,6.33333333333333,NA,1,NA,7,0
"Portugal","Israel",0,7,NA,0,NA,0,NA
"Portugal","Latvia",0,12,NA,0,NA,NA,NA
"Portugal","Lithuania",0,8,NA,0,NA,0,NA
"Portugal","Malta",0.666666666666667,6.33333333333333,NA,0,NA,1,1
"Portugal","Norway",2.66666666666667,6.66666666666667,NA,3,NA,5,0
"Portugal","Poland",0,6,NA,0,NA,0,0
"Portugal","Russia",1.33333333333333,6.33333333333333,NA,0,NA,4,0
"Portugal","Slovenia",0,8,NA,0,NA,0,NA
"Portugal","Spain",10.3333333333333,6.35000000000002,NA,7,NA,12,12
"Portugal","Sweden",4.33333333333333,6.33333333333333,NA,5,NA,3,5
"Portugal","The Netherlands",2,6.66666666666667,NA,6,NA,0,0
"Portugal","Turkey",2.66666666666667,6.33333333333333,NA,0,NA,8,0
"Portugal","United Kingdom",0.666666666666667,6.35000000000002,NA,2,NA,0,0
"Russia","Bosnia & Herzegovina",0,5.51250000000002,NA,0,0,0,0
"Russia","Greece",5.25,5.5,NA,5,8,1,7
"Russia","Lithuania",4.66666666666667,6,NA,10,4,0,NA
"Russia","Poland",0,6,NA,0,NA,0,0
"Russia","Portugal",0,7,NA,0,NA,0,NA
"Russia","Slovenia",1.33333333333333,6.66666666666667,NA,4,0,0,NA
"Slovenia","Bosnia & Herzegovina",4.75,5.5,NA,7,2,0,10
"Slovenia","Croatia",7.5,5.51250000000002,NA,5,12,8,5
"Slovenia","Denmark",5,7.5,NA,10,0,NA,NA
"Slovenia","Estonia",6,6.33333333333333,NA,12,6,0,NA
"Slovenia","France",2.25,6,NA,6,3,0,0
"Slovenia","Germany",0.75,5.75,NA,0,0,0,3
"Slovenia","Greece",3.5,5.75,NA,8,0,0,6
"Slovenia","Iceland",1.33333333333333,6.01666666666669,NA,0,NA,4,0
"Slovenia","Ireland",0.666666666666667,6,NA,0,NA,2,0
"Slovenia","Israel",0,6.33333333333333,NA,0,0,0,NA
"Slovenia","Latvia",2.5,7.5,NA,0,5,NA,NA
"Slovenia","Lithuania",0.666666666666667,6.66666666666667,NA,2,0,0,NA
"Slovenia","Malta",2.5,5.76250000000002,NA,0,10,0,0
"Slovenia","Norway",1.66666666666667,6.33333333333333,NA,0,NA,5,0
"Slovenia","Poland",1,6.33333333333333,NA,3,NA,0,0
"Slovenia","Portugal",0,7.5,NA,0,NA,0,NA
"Slovenia","Russia",3,6,NA,0,0,12,0
"Slovenia","Spain",0.5,6.25,NA,1,0,1,0
"Slovenia","Sweden",3.75,5.75,NA,0,7,6,2
"Slovenia","The Netherlands",1.33333333333333,6,NA,4,NA,0,0
"Slovenia","Turkey",2.5,6,NA,0,0,10,0
"Slovenia","United Kingdom",2,6,NA,0,8,0,0
"Spain","Bosnia & Herzegovina",0.75,6,NA,0,3,0,0
"Spain","Greece",4.75,5.75,NA,12,0,0,7
"Spain","Lithuania",0,6.66666666666667,NA,0,0,0,NA
"Spain","Poland",2,6.35000000000002,NA,0,NA,5,1
"Spain","Portugal",4,7.5,NA,6,NA,2,NA
"Spain","Slovenia",3,6.33333333333333,NA,2,7,0,NA
"Sweden","Bosnia & Herzegovina",4.5,5.51250000000002,NA,4,6,0,8
"Sweden","Greece",4,5.76250000000002,NA,12,0,0,4
"Sweden","Lithuania",0.333333333333333,6.33333333333333,NA,1,0,0,NA
"Sweden","Poland",2,6,NA,2,NA,3,1
"Sweden","Portugal",0,7.5,NA,0,NA,0,NA
"Sweden","Slovenia",2.33333333333333,6.33333333333333,NA,7,0,0,NA
"The Netherlands","Bosnia & Herzegovina",0.666666666666667,6.33333333333333,NA,0,NA,0,2
"The Netherlands","Greece",4,6.66666666666667,NA,6,NA,0,6
"The Netherlands","Lithuania",2.5,7,NA,5,NA,0,NA
"The Netherlands","Poland",1.33333333333333,6.66666666666667,NA,0,NA,4,0
"The Netherlands","Portugal",0,7.02500000000003,NA,0,NA,0,NA
"The Netherlands","Slovenia",2,7.5,NA,4,NA,0,NA
"Turkey","Bosnia & Herzegovina",4.75,6,NA,0,0,12,7
"Turkey","Greece",4.75,5.75,NA,5,0,4,10
"Turkey","Lithuania",0,6,NA,0,0,0,NA
"Turkey","Poland",0,6.66666666666667,NA,0,NA,0,0
"Turkey","Portugal",0,6.5,NA,0,NA,0,NA
"Turkey","Slovenia",0,6.66666666666667,NA,0,0,0,NA
"United Kingdom","Bosnia & Herzegovina",0,5.75,NA,0,0,0,0
"United Kingdom","Greece",4.75,5.5,NA,7,0,0,12
"United Kingdom","Lithuania",1.33333333333333,6.35000000000002,NA,4,0,0,NA
"United Kingdom","Poland",0.666666666666667,6,NA,0,NA,2,0
"United Kingdom","Portugal",0,7.5,NA,0,NA,0,NA
"United Kingdom","Slovenia",2,6.33333333333333,NA,0,6,0,NA
"Austria","Bosnia & Herzegovina",7,6.33333333333333,NA,NA,7,7,7
"Austria","Greece",0.666666666666667,6,NA,NA,0,0,2
"Austria","Lithuania",0,7,NA,NA,0,0,NA
"Austria","Slovenia",1,7,NA,NA,2,0,NA
"Belgium","Bosnia & Herzegovina",0,6.33333333333333,NA,NA,0,0,0
"Belgium","Greece",2.66666666666667,6.33333333333333,NA,NA,0,0,8
"Belgium","Lithuania",0,7,NA,NA,0,0,NA
"Belgium","Slovenia",0,7,NA,NA,0,0,NA
"Bosnia & Herzegovina","Austria",1.66666666666667,6,NA,NA,0,5,0
"Bosnia & Herzegovina","Belgium",3.33333333333333,6.66666666666667,NA,NA,0,10,0
"Bosnia & Herzegovina","Cyprus",0,6.33333333333333,NA,NA,0,0,0
"Bosnia & Herzegovina","F.Y.R. Macedonia",4,7.52500000000003,NA,NA,0,NA,8
"Bosnia & Herzegovina","Finland",3,10,NA,NA,3,NA,NA
"Bosnia & Herzegovina","Romania",2.33333333333333,6.33333333333333,NA,NA,0,7,0
"Bosnia & Herzegovina","Switzerland",0,10,NA,NA,0,NA,NA
"Cyprus","Bosnia & Herzegovina",0,6.33333333333333,NA,NA,0,0,0
"Cyprus","Greece",12,6.66666666666667,NA,NA,12,12,12
"Cyprus","Lithuania",0,7,NA,NA,0,0,NA
"Cyprus","Slovenia",0,7.5,NA,NA,0,0,NA
"F.Y.R. Macedonia","Bosnia & Herzegovina",3.5,7.5,NA,NA,3,NA,4
"F.Y.R. Macedonia","Greece",3.5,7,NA,NA,0,NA,7
"F.Y.R. Macedonia","Lithuania",0,10,NA,NA,0,NA,NA
"F.Y.R. Macedonia","Slovenia",2,12,NA,NA,2,NA,NA
"Finland","Bosnia & Herzegovina",0,7.5,NA,NA,0,NA,0
"Finland","Greece",3,7.52500000000003,NA,NA,0,NA,6
"Finland","Lithuania",0,12,NA,NA,0,NA,NA
"Finland","Slovenia",0,10,NA,NA,0,NA,NA
"Greece","Austria",2.33333333333333,6.33333333333333,NA,NA,0,2,5
"Greece","Belgium",2.66666666666667,6,NA,NA,0,8,0
"Greece","Cyprus",12,6.35000000000002,NA,NA,12,12,12
"Greece","F.Y.R. Macedonia",0,6.52500000000003,NA,NA,0,NA,0
"Greece","Finland",0,10,NA,NA,0,NA,NA
"Greece","Romania",4,6.33333333333333,NA,NA,8,4,0
"Greece","Switzerland",0,10,NA,NA,0,NA,NA
"Lithuania","Austria",0,6.52500000000003,NA,NA,0,NA,0
"Lithuania","Belgium",1,7,NA,NA,2,NA,0
"Lithuania","Cyprus",4.5,7,NA,NA,4,NA,5
"Lithuania","F.Y.R. Macedonia",0,7.02500000000003,NA,NA,0,NA,0
"Lithuania","Finland",0,10,NA,NA,0,NA,NA
"Lithuania","Romania",0,7,NA,NA,0,NA,0
"Lithuania","Switzerland",0,10,NA,NA,0,NA,NA
"Romania","Bosnia & Herzegovina",0,6.33333333333333,NA,NA,0,0,0
"Romania","Greece",6.66666666666667,6,NA,NA,6,2,12
"Romania","Lithuania",0,7.5,NA,NA,0,0,NA
"Romania","Slovenia",0,7,NA,NA,0,0,NA
"Slovenia","Austria",2.33333333333333,6.33333333333333,NA,NA,0,7,0
"Slovenia","Belgium",1,6.66666666666667,NA,NA,0,3,0
"Slovenia","Cyprus",1.66666666666667,6.33333333333333,NA,NA,4,0,1
"Slovenia","F.Y.R. Macedonia",3.5,7,NA,NA,0,NA,7
"Slovenia","Finland",0,10,NA,NA,0,NA,NA
"Slovenia","Romania",0,6.33333333333333,NA,NA,0,0,0
"Slovenia","Switzerland",1,10,NA,NA,1,NA,NA
"Switzerland","Bosnia & Herzegovina",2.5,7.5,NA,NA,0,NA,5
"Switzerland","Greece",2,7,NA,NA,0,NA,4
"Switzerland","Lithuania",0,12,NA,NA,0,NA,NA
"Switzerland","Slovenia",2,10,NA,NA,2,NA,NA
"Austria","Poland",5,7,NA,NA,NA,10,0
"Austria","Portugal",0,10,NA,NA,NA,0,NA
"Austria","Ukraine",2,7.5,NA,NA,NA,0,4
"Belgium","Poland",2.5,6.5,NA,NA,NA,5,0
"Belgium","Portugal",0,10,NA,NA,NA,0,NA
"Belgium","Ukraine",2.5,7,NA,NA,NA,0,5
"Bosnia & Herzegovina","Ukraine",3,7,NA,NA,NA,0,6
"Croatia","Ukraine",4,6.52500000000003,NA,NA,NA,0,8
"Cyprus","Poland",1,8,NA,NA,NA,0,2
"Cyprus","Portugal",0,10,NA,NA,NA,0,NA
"Cyprus","Ukraine",4,7,NA,NA,NA,0,8
"Estonia","Ukraine",7.5,6.5,NA,NA,NA,3,12
"France","Ukraine",1,7,NA,NA,NA,0,2
"Germany","Ukraine",3,6.5,NA,NA,NA,0,6
"Greece","Ukraine",3.5,7,NA,NA,NA,0,7
"Iceland","Ukraine",6,7,NA,NA,NA,0,12
"Ireland","Ukraine",3.5,6.52500000000003,NA,NA,NA,0,7
"Israel","Ukraine",8,7,NA,NA,NA,4,12
"Latvia","Ukraine",8.5,7.5,NA,NA,NA,5,12
"Malta","Ukraine",4,7,NA,NA,NA,0,8
"Norway","Ukraine",3.5,7,NA,NA,NA,0,7
"Poland","Austria",0,7,NA,NA,NA,0,0
"Poland","Belgium",6,7,NA,NA,NA,12,0
"Poland","Cyprus",2,7.5,NA,NA,NA,0,4
"Poland","Romania",4,7,NA,NA,NA,8,0
"Poland","Ukraine",11,7,NA,NA,NA,10,12
"Portugal","Austria",5,7.5,NA,NA,NA,10,0
"Portugal","Belgium",3,8,NA,NA,NA,6,0
"Portugal","Cyprus",1.5,6.52500000000003,NA,NA,NA,0,3
"Portugal","Romania",2,7.5,NA,NA,NA,0,4
"Portugal","Ukraine",5,7,NA,NA,NA,0,10
