"To","From","Average","Sim.Threshold","2015","2016","2017","2018","2019"
"Azerbaijan","Albania",6.33333333333333,6,0,NA,NA,12,7
"Azerbaijan","Armenia",0,6.33333333333333,0,0,0,NA,NA
"Azerbaijan","Australia",1.8,5.2,0,7,0,0,2
"Azerbaijan","Austria",0,5.5,0,0,0,0,NA
"Azerbaijan","Belgium",0,5.66666666666667,0,0,0,NA,NA
"Azerbaijan","Cyprus",1.4,5.01000000000001,0,0,0,4,3
"Azerbaijan","Estonia",2.33333333333333,6.33333333333333,4,NA,NA,3,0
"Azerbaijan","France",0,5,0,0,0,0,0
"Azerbaijan","Georgia",5,6.5,10,0,NA,NA,NA
"Azerbaijan","Germany",0.4,5,0,0,0,2,0
"Azerbaijan","Greece",3.66666666666667,6,0,NA,5,NA,6
"Azerbaijan","Hungary",3,5.5,0,4,0,8,NA
"Azerbaijan","Israel",3,5,7,3,4,1,0
"Azerbaijan","Italy",2.6,5,8,0,0,0,5
"Azerbaijan","Latvia",2.5,7.5,5,0,NA,NA,NA
"Azerbaijan","Lithuania",1.66666666666667,6,0,5,NA,0,NA
"Azerbaijan","Montenegro",2,10,2,NA,NA,NA,NA
"Azerbaijan","Norway",0,5.5,0,NA,0,0,0
"Azerbaijan","Poland",2.66666666666667,6.33333333333333,0,2,6,NA,NA
"Azerbaijan","Romania",1.5,6.5,0,NA,3,NA,NA
"Azerbaijan","Russia",12,6.33333333333333,12,12,NA,NA,12
"Azerbaijan","Serbia",2.5,5.25,0,0,NA,10,0
"Azerbaijan","Slovenia",2.33333333333333,6,3,NA,NA,0,4
"Azerbaijan","Spain",0.4,5,1,1,0,0,0
"Azerbaijan","Sweden",1.2,5.2,6,0,0,0,0
"Azerbaijan","United Kingdom",0,5.01000000000001,0,0,0,0,0
"Belarus","Albania",2.33333333333333,6.33333333333333,0,NA,NA,7,0
"Belarus","Armenia",2.33333333333333,5.68333333333336,4,3,0,NA,NA
"Belarus","Australia",4.2,5,6,6,7,2,0
"Belarus","Austria",3.5,5.5,0,0,4,10,NA
"Belarus","Azerbaijan",1.75,5.51250000000002,0,2,0,NA,5
"Belarus","Belgium",4,6,8,4,0,NA,NA
"Belarus","Cyprus",4,5.2,0,0,0,12,8
"Belarus","Estonia",2.33333333333333,6.33333333333333,7,NA,NA,0,0
"Belarus","France",0,5,0,0,0,0,0
"Belarus","Georgia",1.5,6.5,3,0,NA,NA,NA
"Belarus","Germany",0,5,0,0,0,0,0
"Belarus","Greece",1,6.01666666666669,0,NA,0,NA,3
"Belarus","Hungary",0,5.5,0,0,0,0,NA
"Belarus","Israel",0.6,5.21000000000001,2,0,1,0,0
"Belarus","Italy",1.6,5.2,1,0,0,0,7
"Belarus","Latvia",2.5,7,5,0,NA,NA,NA
"Belarus","Lithuania",5,6.33333333333333,0,10,NA,5,NA
"Belarus","Montenegro",0,10,0,NA,NA,NA,NA
"Belarus","Norway",3.5,5.75,0,NA,6,8,0
"Belarus","Poland",0.666666666666667,6,0,0,2,NA,NA
"Belarus","Romania",0,7,0,NA,0,NA,NA
"Belarus","Russia",6.25,6.01666666666669,12,12,NA,NA,0
"Belarus","Serbia",0,5.5,0,0,NA,0,1
"Belarus","Slovenia",1.33333333333333,6,0,NA,NA,4,0
"Belarus","Spain",0,5.2,0,0,0,0,0
"Belarus","Sweden",5.8,5.01000000000001,10,8,8,1,0
"Belarus","United Kingdom",0,5,0,0,0,0,2
"Belgium","Albania",2.66666666666667,6.01666666666669,6,NA,NA,2,0
"Belgium","Armenia",1,6.33333333333333,3,0,0,NA,0
"Belgium","Australia",5.2,5.4,4,12,6,0,NA
"Belgium","Austria",5,5.5,0,5,3,12,4
"Belgium","Azerbaijan",1,5.75,0,0,4,NA,NA
"Belgium","Cyprus",2.2,5.2,0,0,5,4,0
"Belgium","Estonia",0.666666666666667,6,2,NA,NA,0,2
"Belgium","France",4,5,0,8,1,3,0
"Belgium","Georgia",4,6.5,1,7,NA,NA,8
"Belgium","Germany",1,5,0,0,0,5,NA
"Belgium","Greece",1,6.66666666666667,0,NA,0,NA,0
"Belgium","Hungary",0,6,0,0,0,0,3
"Belgium","Israel",1.6,5.2,0,2,0,6,NA
"Belgium","Italy",6,5.2,8,10,0,0,0
"Belgium","Latvia",3.5,7.5,7,0,NA,NA,12
"Belgium","Lithuania",0,6,0,0,NA,0,NA
"Belgium","Montenegro",0,10,0,NA,NA,NA,NA
"Belgium","Norway",1.75,5.25,0,NA,7,0,NA
"Belgium","Poland",0,6,0,0,0,NA,0
"Belgium","Romania",2.5,7,5,NA,0,NA,NA
"Belgium","Russia",3.33333333333333,6.01666666666669,10,0,NA,NA,NA
"Belgium","Serbia",0,5.5,0,0,NA,0,0
"Belgium","Slovenia",0,6,0,NA,NA,0,0
"Belgium","Spain",0.2,5.21000000000001,0,0,0,1,0
"Belgium","Sweden",6.4,5,12,0,12,8,0
"Belgium","United Kingdom",0.4,5.2,0,0,2,0,0
"Cyprus","Albania",2.66666666666667,6,0,NA,NA,6,0
"Cyprus","Armenia",2.66666666666667,6,0,8,0,NA,2
"Cyprus","Australia",3.6,5.2,4,10,4,0,NA
"Cyprus","Austria",0.5,5.5,0,0,0,2,0
"Cyprus","Azerbaijan",2.25,5.25,0,2,1,NA,NA
"Cyprus","Belgium",3.33333333333333,6,7,0,3,NA,6
"Cyprus","Estonia",1,6.01666666666669,2,NA,NA,1,NA
"Cyprus","France",3.2,5.2,0,7,2,3,0
"Cyprus","Georgia",0,6.5,0,0,NA,NA,4
"Cyprus","Germany",0,5.4,0,0,0,0,NA
"Cyprus","Greece",10.6666666666667,6.33333333333333,8,NA,12,NA,0
"Cyprus","Hungary",2,5.75,0,4,0,4,12
"Cyprus","Israel",2.2,5.4,6,5,0,0,NA
"Cyprus","Italy",8.2,5.2,12,3,10,8,0
"Cyprus","Latvia",1.5,7,3,0,NA,NA,8
"Cyprus","Lithuania",0,6,0,0,NA,0,NA
"Cyprus","Montenegro",0,10,0,NA,NA,NA,NA
"Cyprus","Norway",0,5.5,0,NA,0,0,NA
"Cyprus","Poland",0,6.33333333333333,0,0,0,NA,0
"Cyprus","Romania",0.5,6.5,1,NA,0,NA,NA
"Cyprus","Russia",9,6,5,12,NA,NA,NA
"Cyprus","Serbia",0,5.75,0,0,NA,0,10
"Cyprus","Slovenia",0,6,0,NA,NA,0,0
"Cyprus","Spain",1.4,5,0,0,0,7,0
"Cyprus","Sweden",7,5.2,10,0,6,12,0
"Cyprus","United Kingdom",1,5.4,0,0,5,0,7
"Czech Republic","Albania",2,6,0,NA,NA,6,0
"Czech Republic","Armenia",0.666666666666667,6,2,0,0,NA,0
"Czech Republic","Australia",2,5.2,0,0,10,0,NA
"Czech Republic","Austria",2.25,5.75,0,0,4,5,0
"Czech Republic","Azerbaijan",4.25,5.5,12,0,0,NA,NA
"Czech Republic","Belgium",2.66666666666667,6,6,2,0,NA,5
"Czech Republic","Cyprus",0,5.01000000000001,0,0,0,0,NA
"Czech Republic","Estonia",0.333333333333333,6.33333333333333,0,NA,NA,0,0
"Czech Republic","France",1.4,5.4,0,5,0,0,1
"Czech Republic","Georgia",2,6.5,4,0,NA,NA,2
"Czech Republic","Germany",0,5.2,0,0,0,0,NA
"Czech Republic","Greece",0,5.66666666666667,0,NA,0,NA,0
"Czech Republic","Hungary",3.25,5.5,1,10,0,2,0
"Czech Republic","Israel",2.4,5,0,0,0,12,NA
"Czech Republic","Italy",3,5.2,7,0,0,0,0
"Czech Republic","Latvia",3,7,5,1,NA,NA,8
"Czech Republic","Lithuania",1.33333333333333,6,0,3,NA,1,NA
"Czech Republic","Montenegro",0,10,0,NA,NA,NA,NA
"Czech Republic","Norway",0,5.5,0,NA,0,0,NA
"Czech Republic","Poland",0.333333333333333,6,0,0,1,NA,0
"Czech Republic","Romania",0,7,0,NA,0,NA,NA
"Czech Republic","Russia",2.66666666666667,6,8,0,NA,NA,NA
"Czech Republic","Serbia",0.75,5.75,3,0,NA,0,0
"Czech Republic","Slovenia",5.66666666666667,6,0,NA,NA,7,0
"Czech Republic","Spain",0,5.21000000000001,0,0,0,0,10
"Czech Republic","Sweden",9.8,5,10,12,7,8,0
"Czech Republic","United Kingdom",1.8,5.01000000000001,0,4,5,0,12
"Denmark","Albania",0,6,0,NA,NA,0,0
"Denmark","Armenia",0.333333333333333,6,0,0,1,NA,0
"Denmark","Australia",7.2,5.4,8,10,8,10,NA
"Denmark","Austria",3.75,5.25,0,0,7,8,0
"Denmark","Azerbaijan",1,5.5,0,0,0,NA,NA
"Denmark","Belgium",5.66666666666667,6.33333333333333,7,8,2,NA,4
"Denmark","Cyprus",1,5.2,0,0,0,5,NA
"Denmark","Estonia",5,6.33333333333333,6,NA,NA,7,0
"Denmark","France",0.4,5.2,0,0,0,2,2
"Denmark","Georgia",0,7,0,0,NA,NA,0
"Denmark","Germany",4,4.81000000000001,0,0,0,12,NA
"Denmark","Greece",0,5.66666666666667,0,NA,0,NA,8
"Denmark","Hungary",0,5.75,0,0,0,0,0
"Denmark","Israel",1,5,0,2,0,3,NA
"Denmark","Italy",1.2,5.21000000000001,5,0,0,0,0
"Denmark","Latvia",2,6.5,4,0,NA,NA,1
"Denmark","Lithuania",2,6,1,5,NA,0,NA
"Denmark","Montenegro",0,10,0,NA,NA,NA,NA
"Denmark","Norway",3.5,5.5,3,NA,6,0,NA
"Denmark","Poland",0,6.33333333333333,0,0,0,NA,5
"Denmark","Romania",1,7,2,NA,0,NA,NA
"Denmark","Russia",4.33333333333333,6,10,0,NA,NA,NA
"Denmark","Serbia",0,5.5,0,0,NA,0,3
"Denmark","Slovenia",0,6,0,NA,NA,0,0
"Denmark","Spain",1.4,5.4,0,1,0,6,0
"Denmark","Sweden",8.8,5,12,4,12,4,0
"Denmark","United Kingdom",0.6,5.2,0,3,0,0,12
"Estonia","Albania",0,6,0,NA,NA,0,0
"Estonia","Armenia",0,6.33333333333333,0,0,0,NA,0
"Estonia","Australia",4.4,4.8,5,10,7,0,NA
"Estonia","Austria",3,5.25,0,0,0,12,0
"Estonia","Azerbaijan",1.25,5.5,0,0,0,NA,NA
"Estonia","Belgium",3,6,7,0,2,NA,5
"Estonia","Cyprus",2.4,5.2,0,4,0,8,NA
"Estonia","France",0.8,5,0,1,0,0,0
"Estonia","Georgia",0.5,6.52500000000003,1,0,NA,NA,3
"Estonia","Germany",1.2,5.4,0,0,0,6,NA
"Estonia","Greece",0,6.33333333333333,0,NA,0,NA,0
"Estonia","Hungary",2.25,5.5,8,0,1,0,0
"Estonia","Israel",0,5.01000000000001,0,0,0,0,NA
"Estonia","Italy",0.6,5.2,3,0,0,0,0
"Estonia","Latvia",7,7,6,8,NA,NA,0
"Estonia","Lithuania",5.66666666666667,5.68333333333336,2,5,NA,10,NA
"Estonia","Montenegro",0,10,0,NA,NA,NA,NA
"Estonia","Norway",4.5,5.5,4,NA,10,4,NA
"Estonia","Poland",0,6,0,0,0,NA,0
"Estonia","Romania",0,6.5,0,NA,0,NA,NA
"Estonia","Russia",6,6,12,0,NA,NA,NA
"Estonia","Serbia",1,5.5,0,0,NA,0,6
"Estonia","Slovenia",0,6.33333333333333,0,NA,NA,0,4
"Estonia","Spain",0,5.2,0,0,0,0,0
"Estonia","Sweden",8.4,5,10,12,3,5,0
"Estonia","United Kingdom",1.8,5.2,0,3,6,0,12
"F.Y.R. Macedonia","Albania",9,6.5,12,NA,NA,6,0
"F.Y.R. Macedonia","Armenia",1,6.33333333333333,3,0,0,NA,NA
"F.Y.R. Macedonia","Australia",4,5.75,0,8,8,0,NA
"F.Y.R. Macedonia","Austria",0,5.75,0,0,0,0,NA
"F.Y.R. Macedonia","Azerbaijan",0.333333333333333,5.66666666666667,0,1,0,NA,NA
"F.Y.R. Macedonia","Belgium",1.66666666666667,6,1,4,0,NA,NA
"F.Y.R. Macedonia","Cyprus",2.5,5.5,0,0,0,10,NA
"F.Y.R. Macedonia","Estonia",7,6.5,2,NA,NA,12,NA
"F.Y.R. Macedonia","France",1.25,5.5,0,0,5,0,NA
"F.Y.R. Macedonia","Georgia",0,7,0,0,NA,NA,NA
"F.Y.R. Macedonia","Germany",0.75,5.5,0,0,0,3,NA
"F.Y.R. Macedonia","Greece",0,7,0,NA,0,NA,NA
"F.Y.R. Macedonia","Hungary",0,5.75,0,0,0,0,NA
"F.Y.R. Macedonia","Israel",1.5,5.75,0,5,0,1,NA
"F.Y.R. Macedonia","Italy",1.75,5.75,7,0,0,0,NA
"F.Y.R. Macedonia","Latvia",1.5,6.5,0,3,NA,NA,NA
"F.Y.R. Macedonia","Lithuania",0,6.33333333333333,0,0,NA,0,NA
"F.Y.R. Macedonia","Montenegro",4,10,4,NA,NA,NA,NA
"F.Y.R. Macedonia","Norway",0.666666666666667,6.01666666666669,0,NA,2,0,NA
"F.Y.R. Macedonia","Poland",0,6.01666666666669,0,0,0,NA,NA
"F.Y.R. Macedonia","Romania",2,7.02500000000003,0,NA,4,NA,NA
"F.Y.R. Macedonia","Russia",3,7,6,0,NA,NA,NA
"F.Y.R. Macedonia","Serbia",8.33333333333333,6.33333333333333,10,7,NA,8,NA
"F.Y.R. Macedonia","Slovenia",5,6.5,8,NA,NA,2,NA
"F.Y.R. Macedonia","Spain",0,5.5,0,0,0,0,NA
"F.Y.R. Macedonia","Sweden",3.25,5.5,5,0,1,7,NA
"F.Y.R. Macedonia","United Kingdom",0.75,5.5,0,0,3,0,NA
"Finland","Albania",0,6,0,NA,NA,0,NA
"Finland","Armenia",0,6,0,0,0,NA,0
"Finland","Australia",6.6,5.2,5,8,10,0,NA
"Finland","Austria",2.75,5.25,0,4,0,7,10
"Finland","Azerbaijan",0.5,5.25,0,0,0,NA,NA
"Finland","Belgium",2.33333333333333,6.33333333333333,7,0,0,NA,2
"Finland","Cyprus",2.2,5.2,0,0,5,6,NA
"Finland","Estonia",3.33333333333333,6.01666666666669,10,NA,NA,0,0
"Finland","France",1.2,5.2,0,1,0,5,0
"Finland","Georgia",0,7.5,0,0,NA,NA,0
"Finland","Germany",0.2,5,0,0,0,1,NA
"Finland","Greece",0,5.68333333333336,0,NA,0,NA,0
"Finland","Hungary",0,5.5,0,0,0,0,0
"Finland","Israel",4.4,5.01000000000001,3,7,0,12,NA
"Finland","Italy",4,5.2,2,2,7,4,0
"Finland","Latvia",3,7,6,0,NA,NA,5
"Finland","Lithuania",2,6,0,6,NA,0,NA
"Finland","Montenegro",0,10,0,NA,NA,NA,NA
"Finland","Norway",1.25,6,4,NA,1,0,NA
"Finland","Poland",0,6.33333333333333,0,0,0,NA,0
"Finland","Romania",0,6.5,0,NA,0,NA,NA
"Finland","Russia",2.66666666666667,6.01666666666669,8,0,NA,NA,NA
"Finland","Serbia",0,5.75,0,0,NA,0,0
"Finland","Slovenia",2.33333333333333,6,1,NA,NA,0,0
"Finland","Spain",0,5.2,0,0,0,0,6
"Finland","Sweden",11.2,5.01000000000001,12,12,12,8,0
"Finland","United Kingdom",0.4,5,0,0,2,0,12
"France","Albania",0,6,0,NA,NA,0,0
"France","Armenia",1.66666666666667,6,3,2,0,NA,0
"France","Australia",4.8,5.2,2,6,2,10,NA
"France","Austria",4,5.75,0,8,1,7,4
"France","Azerbaijan",1.5,5.5,0,0,0,NA,NA
"France","Belgium",4,6,12,0,0,NA,6
"France","Cyprus",0,5.2,0,0,0,0,NA
"France","Estonia",0,6,0,NA,NA,0,0
"France","Georgia",0,7,0,0,NA,NA,0
"France","Germany",1.6,5.2,0,0,0,8,NA
"France","Greece",0,6,0,NA,0,NA,0
"France","Hungary",0.25,5.5,1,0,0,0,0
"France","Israel",3.6,5,0,0,6,12,NA
"France","Italy",7.2,5.2,6,12,10,0,0
"France","Latvia",3.5,7,7,0,NA,NA,8
"France","Lithuania",0,6.33333333333333,0,0,NA,0,NA
"France","Montenegro",0,10,0,NA,NA,NA,NA
"France","Norway",1.75,5.5,0,NA,7,0,NA
"France","Poland",1.33333333333333,6,4,0,0,NA,0
"France","Romania",0,7,0,NA,0,NA,NA
"France","Russia",3.66666666666667,6,10,1,NA,NA,NA
"France","Serbia",0,5.5,0,0,NA,0,0
"France","Slovenia",0.666666666666667,6,0,NA,NA,2,0
"France","Spain",1.6,5,5,3,0,0,0
"France","Sweden",7.2,5.2,8,5,8,5,0
"France","United Kingdom",1.2,4.8,0,0,3,3,10
"Georgia","Albania",1.33333333333333,6,0,NA,NA,4,0
"Georgia","Armenia",5,6.33333333333333,12,0,3,NA,0
"Georgia","Australia",1.6,5.41000000000001,0,8,0,0,NA
"Georgia","Austria",3.25,5.5,0,0,5,8,0
"Georgia","Azerbaijan",7.5,5.75,10,0,10,NA,NA
"Georgia","Belgium",5.33333333333333,6,6,10,0,NA,10
"Georgia","Cyprus",2,5.2,0,0,4,0,NA
"Georgia","Estonia",4,6,2,NA,NA,10,6
"Georgia","France",1.8,5.2,0,4,0,0,0
"Georgia","Germany",1.6,5.2,0,1,0,7,5
"Georgia","Greece",0,6,0,NA,0,NA,0
"Georgia","Hungary",0,5.5,0,0,0,0,0
"Georgia","Israel",1.4,5,1,3,0,3,NA
"Georgia","Italy",2,5.4,8,0,2,0,0
"Georgia","Latvia",5.5,6.52500000000003,4,7,NA,NA,0
"Georgia","Lithuania",3.33333333333333,6.33333333333333,3,5,NA,2,NA
"Georgia","Montenegro",0,10,0,NA,NA,NA,NA
"Georgia","Norway",1.75,5.5,0,NA,7,0,NA
"Georgia","Poland",0,6,0,0,0,NA,0
"Georgia","Romania",0,7,0,NA,0,NA,NA
"Georgia","Russia",1.66666666666667,6.33333333333333,5,0,NA,NA,NA
"Georgia","Serbia",0,5.5,0,0,NA,0,0
"Georgia","Slovenia",1.33333333333333,6.33333333333333,0,NA,NA,0,0
"Georgia","Spain",0,5,0,0,0,0,4
"Georgia","Sweden",7,4.81000000000001,7,6,8,12,0
"Georgia","United Kingdom",0.2,5.2,0,0,0,0,2
"Germany","Albania",0,6,0,NA,NA,0,1
"Germany","Armenia",0,6.33333333333333,0,0,0,NA,0
"Germany","Australia",7,5.2,7,6,5,7,NA
"Germany","Austria",3,5.5,0,0,2,10,10
"Germany","Azerbaijan",0,5.5,0,0,0,NA,NA
"Germany","Belgium",4.33333333333333,6,8,5,0,NA,0
"Germany","Cyprus",0.6,5.4,0,0,0,3,NA
"Germany","Estonia",1.33333333333333,6,2,NA,NA,2,0
"Germany","France",0.8,5,0,0,0,0,0
"Germany","Georgia",4,7.5,0,8,NA,NA,4
"Germany","Greece",0,6.33333333333333,0,NA,0,NA,NA
"Germany","Hungary",0.5,5.75,1,0,1,0,0
"Germany","Israel",3.6,5.2,5,12,0,1,NA
"Germany","Italy",3.6,5,3,3,0,0,0
"Germany","Latvia",4,7,6,2,NA,NA,12
"Germany","Lithuania",1.66666666666667,6,0,1,NA,4,NA
"Germany","Montenegro",0,10,0,NA,NA,NA,NA
"Germany","Norway",5.25,5.51250000000002,4,NA,12,0,NA
"Germany","Poland",0,6,0,0,0,NA,5
"Germany","Romania",0,7,0,NA,0,NA,NA
"Germany","Russia",4,6,12,0,NA,NA,NA
"Germany","Serbia",0,5.75,0,0,NA,0,0
"Germany","Slovenia",0,6,0,NA,NA,0,0
"Germany","Spain",1.2,5.2,0,0,0,6,0
"Germany","Sweden",7.6,5.4,10,10,4,12,0
"Germany","United Kingdom",1.2,5.2,0,0,6,0,2
"Greece","Albania",5.33333333333333,6,6,NA,NA,7,0
"Greece","Armenia",6.33333333333333,6.33333333333333,1,10,8,NA,3
"Greece","Australia",2.8,5.4,5,7,0,0,NA
"Greece","Austria",0,5.5,0,0,0,0,2
"Greece","Azerbaijan",4.75,5.75,0,1,10,NA,NA
"Greece","Belgium",2.33333333333333,5.66666666666667,7,0,0,NA,8
"Greece","Cyprus",10.8,5.2,10,8,12,12,NA
"Greece","Estonia",1,6.33333333333333,0,NA,NA,3,12
"Greece","France",2.2,5,0,6,0,5,0
"Greece","Georgia",3.5,7,2,5,NA,NA,0
"Greece","Germany",0,5.2,0,0,0,0,NA
"Greece","Hungary",2.25,5.25,0,3,0,6,0
"Greece","Israel",0.8,5.2,0,0,0,4,NA
"Greece","Italy",4.8,5.4,12,0,4,1,0
"Greece","Latvia",1.5,6.5,3,0,NA,NA,7
"Greece","Lithuania",0,6.01666666666669,0,0,NA,0,NA
"Greece","Montenegro",0,10,0,NA,NA,NA,NA
"Greece","Norway",0,5.5,0,NA,0,0,NA
"Greece","Poland",0,6.33333333333333,0,0,0,NA,0
"Greece","Romania",3,7,0,NA,6,NA,NA
"Greece","Russia",10,6,8,12,NA,NA,NA
"Greece","Serbia",0.5,5.5,0,0,NA,2,10
"Greece","Slovenia",1.33333333333333,6,0,NA,NA,0,0
"Greece","Spain",0,5,0,0,0,0,4
"Greece","Sweden",2.4,5,4,0,0,8,0
"Greece","United Kingdom",0.2,5.01000000000001,0,0,1,0,0
"Hungary","Albania",3.33333333333333,6,0,NA,NA,10,0
"Hungary","Armenia",1,6,0,1,2,NA,0
"Hungary","Australia",6.8,5.2,8,12,7,7,NA
"Hungary","Austria",2,5.5,0,0,0,8,0
"Hungary","Azerbaijan",4,5.5,0,7,4,NA,NA
"Hungary","Belgium",4,6,12,0,0,NA,5
"Hungary","Cyprus",0,5.4,0,0,0,0,NA
"Hungary","Estonia",2.33333333333333,6,7,NA,NA,0,0
"Hungary","France",0,5.2,0,0,0,0,0
"Hungary","Georgia",1.5,6.5,3,0,NA,NA,0
"Hungary","Germany",0,4.81000000000001,0,0,0,0,NA
"Hungary","Greece",0,5.68333333333336,0,NA,0,NA,0
"Hungary","Israel",1.2,5,0,0,0,6,0
